#TGICL_NAME	CONTIG_NAME
CL3033Contig1	HCGP-ST-CO_02458
CL3034Contig1	HCGP-ST-CO_02459
CL3035Contig1	HCGP-ST-CO_02460
CL3036Contig1	HCGP-ST-CO_02461
CL3037Contig1	HCGP-ST-CO_02462
CL3038Contig1	HCGP-ST-CO_02463
CL3039Contig1	HCGP-ST-CO_02464
CL303Contig1	HCGP-ST-CO_02465
CL3040Contig1	HCGP-ST-CO_02466
CL3041Contig1	HCGP-ST-CO_02467
CL3042Contig1	HCGP-ST-CO_02468
CL3043Contig1	HCGP-ST-CO_02469
CL3044Contig1	HCGP-ST-CO_02470
CL3045Contig1	HCGP-ST-CO_02471
CL3046Contig1	HCGP-ST-CO_02472
CL3047Contig1	HCGP-ST-CO_02473
CL3048Contig1	HCGP-ST-CO_02474
CL3049Contig1	HCGP-ST-CO_02475
CL304Contig1	HCGP-ST-CO_02476
CL3050Contig1	HCGP-ST-CO_02477
CL3051Contig1	HCGP-ST-CO_02478
CL3052Contig1	HCGP-ST-CO_02479
CL3053Contig1	HCGP-ST-CO_02480
CL3054Contig1	HCGP-ST-CO_02481
CL3055Contig1	HCGP-ST-CO_02482
CL3056Contig1	HCGP-ST-CO_02483
CL3057Contig1	HCGP-ST-CO_02484
CL3058Contig1	HCGP-ST-CO_02485
CL3059Contig1	HCGP-ST-CO_02486
CL305Contig1	HCGP-ST-CO_02487
CL3060Contig1	HCGP-ST-CO_02488
CL3061Contig1	HCGP-ST-CO_02489
CL3062Contig1	HCGP-ST-CO_02490
CL3063Contig1	HCGP-ST-CO_02491
CL3064Contig1	HCGP-ST-CO_02492
CL3065Contig1	HCGP-ST-CO_02493
CL3066Contig1	HCGP-ST-CO_02494
CL3067Contig1	HCGP-ST-CO_02495
CL3068Contig1	HCGP-ST-CO_02496
CL3069Contig1	HCGP-ST-CO_02497
CL306Contig1	HCGP-ST-CO_02498
CL306Contig2	HCGP-ST-CO_02499
CL3070Contig1	HCGP-ST-CO_02500
CL3071Contig1	HCGP-ST-CO_02501
CL3073Contig1	HCGP-ST-CO_02502
CL3074Contig1	HCGP-ST-CO_02503
CL3075Contig1	HCGP-ST-CO_02504
CL3077Contig1	HCGP-ST-CO_02505
CL3078Contig1	HCGP-ST-CO_02506
CL3079Contig1	HCGP-ST-CO_02507
CL307Contig1	HCGP-ST-CO_02508
CL3080Contig1	HCGP-ST-CO_02509
CL3081Contig1	HCGP-ST-CO_02510
CL3082Contig1	HCGP-ST-CO_02511
CL3083Contig1	HCGP-ST-CO_02512
CL3084Contig1	HCGP-ST-CO_02513
CL3085Contig1	HCGP-ST-CO_02514
CL3086Contig1	HCGP-ST-CO_02515
CL3087Contig1	HCGP-ST-CO_02516
CL3088Contig1	HCGP-ST-CO_02517
CL3089Contig1	HCGP-ST-CO_02518
CL308Contig1	HCGP-ST-CO_02519
CL3090Contig1	HCGP-ST-CO_02520
CL3091Contig1	HCGP-ST-CO_02521
CL3092Contig1	HCGP-ST-CO_02522
CL3093Contig1	HCGP-ST-CO_02523
CL3094Contig1	HCGP-ST-CO_02524
CL3095Contig1	HCGP-ST-CO_02525
CL3096Contig1	HCGP-ST-CO_02526
CL309Contig1	HCGP-ST-CO_02527
CL30Contig1	HCGP-ST-CO_02528
CL30Contig2	HCGP-ST-CO_02529
CL30Contig3	HCGP-ST-CO_02530
CL310Contig1	HCGP-ST-CO_02531
CL311Contig1	HCGP-ST-CO_02532
CL312Contig1	HCGP-ST-CO_02533
CL313Contig1	HCGP-ST-CO_02534
CL314Contig1	HCGP-ST-CO_02535
CL315Contig1	HCGP-ST-CO_02536
CL316Contig1	HCGP-ST-CO_02537
CL317Contig1	HCGP-ST-CO_02538
CL318Contig1	HCGP-ST-CO_02539
CL318Contig2	HCGP-ST-CO_02540
CL319Contig1	HCGP-ST-CO_02541
CL31Contig1	HCGP-ST-CO_02542
CL31Contig2	HCGP-ST-CO_02543
CL31Contig3	HCGP-ST-CO_02544
CL320Contig1	HCGP-ST-CO_02545
CL321Contig1	HCGP-ST-CO_02546
CL322Contig1	HCGP-ST-CO_02547
CL322Contig2	HCGP-ST-CO_02548
CL323Contig1	HCGP-ST-CO_02549
CL324Contig1	HCGP-ST-CO_02550
CL325Contig1	HCGP-ST-CO_02551
CL326Contig1	HCGP-ST-CO_02552
CL327Contig1	HCGP-ST-CO_02553
CL328Contig1	HCGP-ST-CO_02554
CL329Contig1	HCGP-ST-CO_02555
CL32Contig1	HCGP-ST-CO_02556
CL32Contig2	HCGP-ST-CO_02557
CL330Contig1	HCGP-ST-CO_02558
CL331Contig1	HCGP-ST-CO_02559
CL331Contig2	HCGP-ST-CO_02560
CL332Contig1	HCGP-ST-CO_02561
CL334Contig1	HCGP-ST-CO_02562
CL334Contig2	HCGP-ST-CO_02563
CL335Contig1	HCGP-ST-CO_02564
CL336Contig1	HCGP-ST-CO_02565
CL337Contig1	HCGP-ST-CO_02566
CL338Contig1	HCGP-ST-CO_02567
CL339Contig1	HCGP-ST-CO_02568
CL33Contig1	HCGP-ST-CO_02569
CL33Contig2	HCGP-ST-CO_02570
CL340Contig1	HCGP-ST-CO_02571
CL341Contig1	HCGP-ST-CO_02572
CL342Contig1	HCGP-ST-CO_02573
CL343Contig1	HCGP-ST-CO_02574
CL344Contig1	HCGP-ST-CO_02575
CL345Contig1	HCGP-ST-CO_02576
CL346Contig1	HCGP-ST-CO_02577
CL347Contig1	HCGP-ST-CO_02578
CL348Contig1	HCGP-ST-CO_02579
CL349Contig1	HCGP-ST-CO_02580
CL34Contig1	HCGP-ST-CO_02581
CL34Contig2	HCGP-ST-CO_02582
CL350Contig1	HCGP-ST-CO_02583
CL351Contig1	HCGP-ST-CO_02584
CL353Contig1	HCGP-ST-CO_02585
CL354Contig1	HCGP-ST-CO_02586
CL355Contig1	HCGP-ST-CO_02587
CL356Contig1	HCGP-ST-CO_02588
CL357Contig1	HCGP-ST-CO_02589
CL358Contig1	HCGP-ST-CO_02590
CL359Contig1	HCGP-ST-CO_02591
CL35Contig1	HCGP-ST-CO_02592
CL35Contig2	HCGP-ST-CO_02593
CL360Contig1	HCGP-ST-CO_02594
CL361Contig1	HCGP-ST-CO_02595
CL362Contig1	HCGP-ST-CO_02596
CL362Contig2	HCGP-ST-CO_02597
CL363Contig1	HCGP-ST-CO_02598
CL364Contig1	HCGP-ST-CO_02599
CL365Contig1	HCGP-ST-CO_02600
CL366Contig1	HCGP-ST-CO_02601
CL367Contig1	HCGP-ST-CO_02602
CL368Contig1	HCGP-ST-CO_02603
CL369Contig1	HCGP-ST-CO_02604
CL36Contig1	HCGP-ST-CO_02605
CL36Contig2	HCGP-ST-CO_02606
CL370Contig1	HCGP-ST-CO_02607
CL371Contig1	HCGP-ST-CO_02608
CL372Contig1	HCGP-ST-CO_02609
CL372Contig2	HCGP-ST-CO_02610
CL373Contig1	HCGP-ST-CO_02611
CL374Contig1	HCGP-ST-CO_02612
CL375Contig1	HCGP-ST-CO_02613
CL376Contig1	HCGP-ST-CO_02614
CL377Contig1	HCGP-ST-CO_02615
CL378Contig1	HCGP-ST-CO_02616
CL379Contig1	HCGP-ST-CO_02617
CL37Contig1	HCGP-ST-CO_02618
CL37Contig2	HCGP-ST-CO_02619
CL380Contig1	HCGP-ST-CO_02620
CL381Contig1	HCGP-ST-CO_02621
CL382Contig1	HCGP-ST-CO_02622
CL383Contig1	HCGP-ST-CO_02623
CL384Contig1	HCGP-ST-CO_02624
CL384Contig2	HCGP-ST-CO_02625
CL385Contig1	HCGP-ST-CO_02626
CL386Contig1	HCGP-ST-CO_02627
CL387Contig1	HCGP-ST-CO_02628
CL388Contig1	HCGP-ST-CO_02629
CL389Contig1	HCGP-ST-CO_02630
CL38Contig1	HCGP-ST-CO_02631
CL390Contig1	HCGP-ST-CO_02632
CL391Contig1	HCGP-ST-CO_02633
CL392Contig1	HCGP-ST-CO_02634
CL393Contig1	HCGP-ST-CO_02635
CL395Contig1	HCGP-ST-CO_02636
CL396Contig1	HCGP-ST-CO_02637
CL397Contig1	HCGP-ST-CO_02638
CL398Contig1	HCGP-ST-CO_02639
CL399Contig1	HCGP-ST-CO_02640
CL39Contig1	HCGP-ST-CO_02641
CL39Contig2	HCGP-ST-CO_02642
CL3Contig1	HCGP-ST-CO_02643
CL3Contig2	HCGP-ST-CO_02644
CL3Contig3	HCGP-ST-CO_02645
CL400Contig1	HCGP-ST-CO_02646
CL401Contig1	HCGP-ST-CO_02647
CL402Contig1	HCGP-ST-CO_02648
CL403Contig1	HCGP-ST-CO_02649
CL404Contig1	HCGP-ST-CO_02650
CL405Contig1	HCGP-ST-CO_02651
CL406Contig1	HCGP-ST-CO_02652
CL407Contig1	HCGP-ST-CO_02653
CL408Contig1	HCGP-ST-CO_02654
CL409Contig1	HCGP-ST-CO_02655
CL40Contig1	HCGP-ST-CO_02656
CL410Contig1	HCGP-ST-CO_02657
CL411Contig1	HCGP-ST-CO_02658
CL412Contig1	HCGP-ST-CO_02659
CL412Contig2	HCGP-ST-CO_02660
CL413Contig1	HCGP-ST-CO_02661
CL414Contig1	HCGP-ST-CO_02662
CL415Contig1	HCGP-ST-CO_02663
CL416Contig1	HCGP-ST-CO_02664
CL417Contig1	HCGP-ST-CO_02665
CL418Contig1	HCGP-ST-CO_02666
CL419Contig1	HCGP-ST-CO_02667
CL41Contig1	HCGP-ST-CO_02668
CL420Contig1	HCGP-ST-CO_02669
CL421Contig1	HCGP-ST-CO_02670
CL421Contig2	HCGP-ST-CO_02671
CL422Contig1	HCGP-ST-CO_02672
CL423Contig1	HCGP-ST-CO_02673
CL424Contig1	HCGP-ST-CO_02674
CL425Contig1	HCGP-ST-CO_02675
CL426Contig1	HCGP-ST-CO_02676
CL427Contig1	HCGP-ST-CO_02677
CL428Contig1	HCGP-ST-CO_02678
CL429Contig1	HCGP-ST-CO_02679
CL42Contig1	HCGP-ST-CO_02680
CL430Contig1	HCGP-ST-CO_02681
CL431Contig1	HCGP-ST-CO_02682
CL431Contig2	HCGP-ST-CO_02683
CL432Contig1	HCGP-ST-CO_02684
CL433Contig1	HCGP-ST-CO_02685
CL434Contig1	HCGP-ST-CO_02686
CL435Contig1	HCGP-ST-CO_02687
CL435Contig2	HCGP-ST-CO_02688
CL436Contig1	HCGP-ST-CO_02689
CL437Contig1	HCGP-ST-CO_02690
CL438Contig1	HCGP-ST-CO_02691
CL439Contig1	HCGP-ST-CO_02692
CL43Contig1	HCGP-ST-CO_02693
CL440Contig1	HCGP-ST-CO_02694
CL441Contig1	HCGP-ST-CO_02695
CL442Contig1	HCGP-ST-CO_02696
CL443Contig1	HCGP-ST-CO_02697
CL444Contig1	HCGP-ST-CO_02698
CL445Contig1	HCGP-ST-CO_02699
CL446Contig1	HCGP-ST-CO_02700
CL447Contig1	HCGP-ST-CO_02701
CL447Contig2	HCGP-ST-CO_02702
CL448Contig1	HCGP-ST-CO_02703
CL449Contig1	HCGP-ST-CO_02704
CL44Contig1	HCGP-ST-CO_02705
CL450Contig1	HCGP-ST-CO_02706
CL451Contig1	HCGP-ST-CO_02707
CL452Contig1	HCGP-ST-CO_02708
CL453Contig1	HCGP-ST-CO_02709
CL454Contig1	HCGP-ST-CO_02710
CL455Contig1	HCGP-ST-CO_02711
CL456Contig1	HCGP-ST-CO_02712
CL457Contig1	HCGP-ST-CO_02713
CL458Contig1	HCGP-ST-CO_02714
CL459Contig1	HCGP-ST-CO_02715
CL45Contig1	HCGP-ST-CO_02716
CL460Contig1	HCGP-ST-CO_02717
CL461Contig1	HCGP-ST-CO_02718
CL463Contig1	HCGP-ST-CO_02719
CL464Contig1	HCGP-ST-CO_02720
CL465Contig1	HCGP-ST-CO_02721
CL466Contig1	HCGP-ST-CO_02722
CL467Contig1	HCGP-ST-CO_02723
CL468Contig1	HCGP-ST-CO_02724
CL469Contig1	HCGP-ST-CO_02725
CL46Contig1	HCGP-ST-CO_02726
CL470Contig1	HCGP-ST-CO_02727
CL471Contig1	HCGP-ST-CO_02728
CL472Contig1	HCGP-ST-CO_02729
CL473Contig1	HCGP-ST-CO_02730
CL474Contig1	HCGP-ST-CO_02731
CL475Contig1	HCGP-ST-CO_02732
CL476Contig1	HCGP-ST-CO_02733
CL477Contig1	HCGP-ST-CO_02734
CL478Contig1	HCGP-ST-CO_02735
CL479Contig1	HCGP-ST-CO_02736
CL47Contig1	HCGP-ST-CO_02737
CL47Contig2	HCGP-ST-CO_02738
CL480Contig1	HCGP-ST-CO_02739
CL481Contig1	HCGP-ST-CO_02740
CL482Contig1	HCGP-ST-CO_02741
CL483Contig1	HCGP-ST-CO_02742
CL484Contig1	HCGP-ST-CO_02743
CL485Contig1	HCGP-ST-CO_02744
CL486Contig1	HCGP-ST-CO_02745
CL487Contig1	HCGP-ST-CO_02746
CL488Contig1	HCGP-ST-CO_02747
CL489Contig1	HCGP-ST-CO_02748
CL489Contig2	HCGP-ST-CO_02749
CL48Contig1	HCGP-ST-CO_02750
CL48Contig2	HCGP-ST-CO_02751
CL490Contig1	HCGP-ST-CO_02752
CL492Contig1	HCGP-ST-CO_02753
CL493Contig1	HCGP-ST-CO_02754
CL494Contig1	HCGP-ST-CO_02755
CL495Contig1	HCGP-ST-CO_02756
CL496Contig1	HCGP-ST-CO_02757
CL497Contig1	HCGP-ST-CO_02758
CL498Contig1	HCGP-ST-CO_02759
CL499Contig1	HCGP-ST-CO_02760
CL49Contig1	HCGP-ST-CO_02761
CL49Contig2	HCGP-ST-CO_02762
CL49Contig3	HCGP-ST-CO_02763
CL49Contig4	HCGP-ST-CO_02764
CL49Contig5	HCGP-ST-CO_02765
CL4Contig1	HCGP-ST-CO_02766
CL4Contig2	HCGP-ST-CO_02767
CL4Contig3	HCGP-ST-CO_02768
CL4Contig4	HCGP-ST-CO_02769
CL4Contig5	HCGP-ST-CO_02770
CL4Contig6	HCGP-ST-CO_02771
CL4Contig7	HCGP-ST-CO_02772
CL500Contig1	HCGP-ST-CO_02773
CL501Contig1	HCGP-ST-CO_02774
CL502Contig1	HCGP-ST-CO_02775
CL503Contig1	HCGP-ST-CO_02776
CL504Contig1	HCGP-ST-CO_02777
CL505Contig1	HCGP-ST-CO_02778
CL506Contig1	HCGP-ST-CO_02779
CL507Contig1	HCGP-ST-CO_02780
CL507Contig2	HCGP-ST-CO_02781
CL508Contig1	HCGP-ST-CO_02782
CL508Contig2	HCGP-ST-CO_02783
CL509Contig1	HCGP-ST-CO_02784
CL50Contig1	HCGP-ST-CO_02785
CL510Contig1	HCGP-ST-CO_02786
CL511Contig1	HCGP-ST-CO_02787
CL511Contig2	HCGP-ST-CO_02788
CL513Contig1	HCGP-ST-CO_02789
CL514Contig1	HCGP-ST-CO_02790
CL515Contig1	HCGP-ST-CO_02791
CL516Contig1	HCGP-ST-CO_02792
CL517Contig1	HCGP-ST-CO_02793
CL518Contig1	HCGP-ST-CO_02794
CL519Contig1	HCGP-ST-CO_02795
CL51Contig1	HCGP-ST-CO_02796
CL520Contig1	HCGP-ST-CO_02797
CL521Contig1	HCGP-ST-CO_02798
CL522Contig1	HCGP-ST-CO_02799
CL523Contig1	HCGP-ST-CO_02800
CL524Contig1	HCGP-ST-CO_02801
CL525Contig1	HCGP-ST-CO_02802
CL525Contig2	HCGP-ST-CO_02803
CL526Contig1	HCGP-ST-CO_02804
CL526Contig2	HCGP-ST-CO_02805
CL527Contig1	HCGP-ST-CO_02806
CL529Contig1	HCGP-ST-CO_02807
CL52Contig1	HCGP-ST-CO_02808
CL52Contig2	HCGP-ST-CO_02809
CL530Contig1	HCGP-ST-CO_02810
CL531Contig1	HCGP-ST-CO_02811
CL532Contig1	HCGP-ST-CO_02812
CL533Contig1	HCGP-ST-CO_02813
CL534Contig1	HCGP-ST-CO_02814
CL535Contig1	HCGP-ST-CO_02815
CL536Contig1	HCGP-ST-CO_02816
CL537Contig1	HCGP-ST-CO_02817
CL538Contig1	HCGP-ST-CO_02818
CL538Contig2	HCGP-ST-CO_02819
CL539Contig1	HCGP-ST-CO_02820
CL539Contig2	HCGP-ST-CO_02821
CL53Contig1	HCGP-ST-CO_02822
CL540Contig1	HCGP-ST-CO_02823
CL541Contig1	HCGP-ST-CO_02824
CL541Contig2	HCGP-ST-CO_02825
CL543Contig1	HCGP-ST-CO_02826
CL544Contig1	HCGP-ST-CO_02827
CL545Contig1	HCGP-ST-CO_02828
CL545Contig2	HCGP-ST-CO_02829
CL546Contig1	HCGP-ST-CO_02830
CL547Contig1	HCGP-ST-CO_02831
CL548Contig1	HCGP-ST-CO_02832
CL549Contig1	HCGP-ST-CO_02833
CL54Contig1	HCGP-ST-CO_02834
CL550Contig1	HCGP-ST-CO_02835
CL550Contig2	HCGP-ST-CO_02836
CL551Contig1	HCGP-ST-CO_02837
CL552Contig1	HCGP-ST-CO_02838
CL553Contig1	HCGP-ST-CO_02839
CL554Contig1	HCGP-ST-CO_02840
CL554Contig2	HCGP-ST-CO_02841
CL555Contig1	HCGP-ST-CO_02842
CL556Contig1	HCGP-ST-CO_02843
CL558Contig1	HCGP-ST-CO_02844
CL559Contig1	HCGP-ST-CO_02845
CL559Contig2	HCGP-ST-CO_02846
CL55Contig1	HCGP-ST-CO_02847
CL560Contig1	HCGP-ST-CO_02848
CL561Contig1	HCGP-ST-CO_02849
CL562Contig1	HCGP-ST-CO_02850
CL563Contig1	HCGP-ST-CO_02851
CL564Contig1	HCGP-ST-CO_02852
CL565Contig1	HCGP-ST-CO_02853
CL566Contig1	HCGP-ST-CO_02854
CL566Contig2	HCGP-ST-CO_02855
CL568Contig1	HCGP-ST-CO_02856
CL569Contig1	HCGP-ST-CO_02857
CL56Contig1	HCGP-ST-CO_02858
CL56Contig2	HCGP-ST-CO_02859
CL570Contig1	HCGP-ST-CO_02860
CL571Contig1	HCGP-ST-CO_02861
CL572Contig1	HCGP-ST-CO_02862
CL573Contig1	HCGP-ST-CO_02863
CL574Contig1	HCGP-ST-CO_02864
CL575Contig1	HCGP-ST-CO_02865
CL576Contig1	HCGP-ST-CO_02866
CL578Contig1	HCGP-ST-CO_02867
CL579Contig1	HCGP-ST-CO_02868
CL57Contig1	HCGP-ST-CO_02869
CL580Contig1	HCGP-ST-CO_02870
CL580Contig2	HCGP-ST-CO_02871
CL581Contig1	HCGP-ST-CO_02872
CL582Contig1	HCGP-ST-CO_02873
CL583Contig1	HCGP-ST-CO_02874
CL584Contig1	HCGP-ST-CO_02875
CL585Contig1	HCGP-ST-CO_02876
CL586Contig1	HCGP-ST-CO_02877
CL587Contig1	HCGP-ST-CO_02878
CL588Contig1	HCGP-ST-CO_02879
CL589Contig1	HCGP-ST-CO_02880
CL589Contig2	HCGP-ST-CO_02881
CL58Contig1	HCGP-ST-CO_02882
CL58Contig2	HCGP-ST-CO_02883
CL58Contig3	HCGP-ST-CO_02884
CL590Contig1	HCGP-ST-CO_02885
CL591Contig1	HCGP-ST-CO_02886
CL592Contig1	HCGP-ST-CO_02887
CL593Contig1	HCGP-ST-CO_02888
CL594Contig1	HCGP-ST-CO_02889
CL595Contig1	HCGP-ST-CO_02890
CL596Contig1	HCGP-ST-CO_02891
CL597Contig1	HCGP-ST-CO_02892
CL597Contig2	HCGP-ST-CO_02893
CL598Contig1	HCGP-ST-CO_02894
CL599Contig1	HCGP-ST-CO_02895
CL59Contig1	HCGP-ST-CO_02896
CL59Contig2	HCGP-ST-CO_02897
CL5Contig1	HCGP-ST-CO_02898
CL5Contig2	HCGP-ST-CO_02899
CL5Contig3	HCGP-ST-CO_02900
CL5Contig4	HCGP-ST-CO_02901
CL600Contig1	HCGP-ST-CO_02902
CL601Contig1	HCGP-ST-CO_02903
CL602Contig1	HCGP-ST-CO_02904
CL603Contig1	HCGP-ST-CO_02905
CL604Contig1	HCGP-ST-CO_02906
CL605Contig1	HCGP-ST-CO_02907
CL606Contig1	HCGP-ST-CO_02908
CL607Contig1	HCGP-ST-CO_02909
CL607Contig2	HCGP-ST-CO_02910
CL608Contig1	HCGP-ST-CO_02911
CL609Contig1	HCGP-ST-CO_02912
CL60Contig1	HCGP-ST-CO_02913
CL60Contig2	HCGP-ST-CO_02914
CL610Contig1	HCGP-ST-CO_02915
CL611Contig1	HCGP-ST-CO_02916
CL612Contig1	HCGP-ST-CO_02917
CL613Contig1	HCGP-ST-CO_02918
CL614Contig1	HCGP-ST-CO_02919
CL615Contig1	HCGP-ST-CO_02920
CL616Contig1	HCGP-ST-CO_02921
CL617Contig1	HCGP-ST-CO_02922
CL618Contig1	HCGP-ST-CO_02923
CL619Contig1	HCGP-ST-CO_02924
CL61Contig1	HCGP-ST-CO_02925
CL620Contig1	HCGP-ST-CO_02926
CL621Contig1	HCGP-ST-CO_02927
CL622Contig1	HCGP-ST-CO_02928
CL623Contig1	HCGP-ST-CO_02929
CL624Contig1	HCGP-ST-CO_02930
CL625Contig1	HCGP-ST-CO_02931
CL626Contig1	HCGP-ST-CO_02932
CL627Contig1	HCGP-ST-CO_02933
CL628Contig1	HCGP-ST-CO_02934
CL629Contig1	HCGP-ST-CO_02935
CL62Contig1	HCGP-ST-CO_02936
CL62Contig2	HCGP-ST-CO_02937
CL630Contig1	HCGP-ST-CO_02938
CL631Contig1	HCGP-ST-CO_02939
CL632Contig1	HCGP-ST-CO_02940
CL633Contig1	HCGP-ST-CO_02941
CL634Contig1	HCGP-ST-CO_02942
CL636Contig1	HCGP-ST-CO_02943
CL637Contig1	HCGP-ST-CO_02944
CL638Contig1	HCGP-ST-CO_02945
CL638Contig2	HCGP-ST-CO_02946
CL639Contig1	HCGP-ST-CO_02947
CL63Contig1	HCGP-ST-CO_02948
CL63Contig2	HCGP-ST-CO_02949
CL63Contig3	HCGP-ST-CO_02950
CL640Contig1	HCGP-ST-CO_02951
CL641Contig1	HCGP-ST-CO_02952
CL641Contig2	HCGP-ST-CO_02953
CL642Contig1	HCGP-ST-CO_02954
CL643Contig1	HCGP-ST-CO_02955
CL644Contig1	HCGP-ST-CO_02956
CL645Contig1	HCGP-ST-CO_02957
CL646Contig1	HCGP-ST-CO_02958
CL647Contig1	HCGP-ST-CO_02959
CL648Contig1	HCGP-ST-CO_02960
CL649Contig1	HCGP-ST-CO_02961
CL64Contig1	HCGP-ST-CO_02962
CL64Contig2	HCGP-ST-CO_02963
CL64Contig3	HCGP-ST-CO_02964
CL650Contig1	HCGP-ST-CO_02965
CL651Contig1	HCGP-ST-CO_02966
CL652Contig1	HCGP-ST-CO_02967
CL653Contig1	HCGP-ST-CO_02968
CL654Contig1	HCGP-ST-CO_02969
CL655Contig1	HCGP-ST-CO_02970
CL656Contig1	HCGP-ST-CO_02971
CL657Contig1	HCGP-ST-CO_02972
CL658Contig1	HCGP-ST-CO_02973
CL659Contig1	HCGP-ST-CO_02974
CL65Contig1	HCGP-ST-CO_02975
CL65Contig2	HCGP-ST-CO_02976
CL65Contig3	HCGP-ST-CO_02977
CL65Contig4	HCGP-ST-CO_02978
CL660Contig1	HCGP-ST-CO_02979
CL661Contig1	HCGP-ST-CO_02980
CL662Contig1	HCGP-ST-CO_02981
CL663Contig1	HCGP-ST-CO_02982
CL664Contig1	HCGP-ST-CO_02983
CL665Contig1	HCGP-ST-CO_02984
CL666Contig1	HCGP-ST-CO_02985
CL667Contig1	HCGP-ST-CO_02986
CL668Contig1	HCGP-ST-CO_02987
CL66Contig1	HCGP-ST-CO_02988
CL670Contig1	HCGP-ST-CO_02989
CL672Contig1	HCGP-ST-CO_02990
CL672Contig2	HCGP-ST-CO_02991
CL673Contig1	HCGP-ST-CO_02992
CL674Contig1	HCGP-ST-CO_02993
CL675Contig1	HCGP-ST-CO_02994
CL676Contig1	HCGP-ST-CO_02995
CL677Contig1	HCGP-ST-CO_02996
CL678Contig1	HCGP-ST-CO_02997
CL679Contig1	HCGP-ST-CO_02998
CL67Contig1	HCGP-ST-CO_02999
CL680Contig1	HCGP-ST-CO_03000
CL681Contig1	HCGP-ST-CO_03001
CL682Contig1	HCGP-ST-CO_03002
CL683Contig1	HCGP-ST-CO_03003
CL684Contig1	HCGP-ST-CO_03004
CL685Contig1	HCGP-ST-CO_03005
CL686Contig1	HCGP-ST-CO_03006
CL687Contig1	HCGP-ST-CO_03007
CL689Contig1	HCGP-ST-CO_03008
CL68Contig1	HCGP-ST-CO_03009
CL690Contig1	HCGP-ST-CO_03010
CL691Contig1	HCGP-ST-CO_03011
CL692Contig1	HCGP-ST-CO_03012
CL693Contig1	HCGP-ST-CO_03013
CL694Contig1	HCGP-ST-CO_03014
CL695Contig1	HCGP-ST-CO_03015
CL696Contig1	HCGP-ST-CO_03016
CL697Contig1	HCGP-ST-CO_03017
CL698Contig1	HCGP-ST-CO_03018
CL699Contig1	HCGP-ST-CO_03019
CL69Contig1	HCGP-ST-CO_03020
CL69Contig2	HCGP-ST-CO_03021
CL6Contig1	HCGP-ST-CO_03022
CL6Contig2	HCGP-ST-CO_03023
CL700Contig1	HCGP-ST-CO_03024
CL702Contig1	HCGP-ST-CO_03025
CL703Contig1	HCGP-ST-CO_03026
CL704Contig1	HCGP-ST-CO_03027
CL705Contig1	HCGP-ST-CO_03028
CL706Contig1	HCGP-ST-CO_03029
CL707Contig1	HCGP-ST-CO_03030
CL708Contig1	HCGP-ST-CO_03031
CL709Contig1	HCGP-ST-CO_03032
CL70Contig1	HCGP-ST-CO_03033
CL70Contig2	HCGP-ST-CO_03034
CL710Contig1	HCGP-ST-CO_03035
CL710Contig2	HCGP-ST-CO_03036
CL711Contig1	HCGP-ST-CO_03037
CL712Contig1	HCGP-ST-CO_03038
CL713Contig1	HCGP-ST-CO_03039
CL714Contig1	HCGP-ST-CO_03040
CL716Contig1	HCGP-ST-CO_03041
CL718Contig1	HCGP-ST-CO_03042
CL719Contig1	HCGP-ST-CO_03043
CL71Contig1	HCGP-ST-CO_03044
CL720Contig1	HCGP-ST-CO_03045
CL721Contig1	HCGP-ST-CO_03046
CL722Contig1	HCGP-ST-CO_03047
CL723Contig1	HCGP-ST-CO_03048
CL724Contig1	HCGP-ST-CO_03049
CL725Contig1	HCGP-ST-CO_03050
CL726Contig1	HCGP-ST-CO_03051
CL727Contig1	HCGP-ST-CO_03052
CL728Contig1	HCGP-ST-CO_03053
CL729Contig1	HCGP-ST-CO_03054
CL72Contig1	HCGP-ST-CO_03055
CL72Contig2	HCGP-ST-CO_03056
CL72Contig3	HCGP-ST-CO_03057
CL730Contig1	HCGP-ST-CO_03058
CL731Contig1	HCGP-ST-CO_03059
CL731Contig2	HCGP-ST-CO_03060
CL732Contig1	HCGP-ST-CO_03061
CL733Contig1	HCGP-ST-CO_03062
CL734Contig1	HCGP-ST-CO_03063
CL735Contig1	HCGP-ST-CO_03064
CL736Contig1	HCGP-ST-CO_03065
CL738Contig1	HCGP-ST-CO_03066
CL739Contig1	HCGP-ST-CO_03067
CL73Contig1	HCGP-ST-CO_03068
CL73Contig2	HCGP-ST-CO_03069
CL740Contig1	HCGP-ST-CO_03070
CL741Contig1	HCGP-ST-CO_03071
CL742Contig1	HCGP-ST-CO_03072
CL743Contig1	HCGP-ST-CO_03073
CL744Contig1	HCGP-ST-CO_03074
CL745Contig1	HCGP-ST-CO_03075
CL746Contig1	HCGP-ST-CO_03076
CL747Contig1	HCGP-ST-CO_03077
CL748Contig1	HCGP-ST-CO_03078
CL74Contig1	HCGP-ST-CO_03079
CL750Contig1	HCGP-ST-CO_03080
CL751Contig1	HCGP-ST-CO_03081
CL752Contig1	HCGP-ST-CO_03082
CL753Contig1	HCGP-ST-CO_03083
CL754Contig1	HCGP-ST-CO_03084
CL755Contig1	HCGP-ST-CO_03085
CL755Contig2	HCGP-ST-CO_03086
CL756Contig1	HCGP-ST-CO_03087
CL757Contig1	HCGP-ST-CO_03088
CL758Contig1	HCGP-ST-CO_03089
