#TGICL_NAME	CONTIG_NAME
CL2344Contig1	HCGP-CT-CO_02231
CL2345Contig1	HCGP-CT-CO_02232
CL2346Contig1	HCGP-CT-CO_02233
CL2347Contig1	HCGP-CT-CO_02234
CL2348Contig1	HCGP-CT-CO_02235
CL2349Contig1	HCGP-CT-CO_02236
CL234Contig1	HCGP-CT-CO_02237
CL2350Contig1	HCGP-CT-CO_02238
CL2351Contig1	HCGP-CT-CO_02239
CL2352Contig1	HCGP-CT-CO_02240
CL2353Contig1	HCGP-CT-CO_02241
CL2354Contig1	HCGP-CT-CO_02242
CL2355Contig1	HCGP-CT-CO_02243
CL2356Contig1	HCGP-CT-CO_02244
CL2357Contig1	HCGP-CT-CO_02245
CL2358Contig1	HCGP-CT-CO_02246
CL2359Contig1	HCGP-CT-CO_02247
CL235Contig1	HCGP-CT-CO_02248
CL2360Contig1	HCGP-CT-CO_02249
CL2361Contig1	HCGP-CT-CO_02250
CL2362Contig1	HCGP-CT-CO_02251
CL2363Contig1	HCGP-CT-CO_02252
CL2365Contig1	HCGP-CT-CO_02253
CL2366Contig1	HCGP-CT-CO_02254
CL2367Contig1	HCGP-CT-CO_02255
CL2368Contig1	HCGP-CT-CO_02256
CL2369Contig1	HCGP-CT-CO_02257
CL236Contig1	HCGP-CT-CO_02258
CL2370Contig1	HCGP-CT-CO_02259
CL2372Contig1	HCGP-CT-CO_02260
CL2373Contig1	HCGP-CT-CO_02261
CL2374Contig1	HCGP-CT-CO_02262
CL2375Contig1	HCGP-CT-CO_02263
CL2376Contig1	HCGP-CT-CO_02264
CL2377Contig1	HCGP-CT-CO_02265
CL2378Contig1	HCGP-CT-CO_02266
CL2379Contig1	HCGP-CT-CO_02267
CL237Contig1	HCGP-CT-CO_02268
CL2380Contig1	HCGP-CT-CO_02269
CL2381Contig1	HCGP-CT-CO_02270
CL2382Contig1	HCGP-CT-CO_02271
CL2383Contig1	HCGP-CT-CO_02272
CL2384Contig1	HCGP-CT-CO_02273
CL2385Contig1	HCGP-CT-CO_02274
CL2386Contig1	HCGP-CT-CO_02275
CL2387Contig1	HCGP-CT-CO_02276
CL2389Contig1	HCGP-CT-CO_02277
CL238Contig1	HCGP-CT-CO_02278
CL2390Contig1	HCGP-CT-CO_02279
CL2391Contig1	HCGP-CT-CO_02280
CL2392Contig1	HCGP-CT-CO_02281
CL2393Contig1	HCGP-CT-CO_02282
CL2394Contig1	HCGP-CT-CO_02283
CL2395Contig1	HCGP-CT-CO_02284
CL2396Contig1	HCGP-CT-CO_02285
CL2397Contig1	HCGP-CT-CO_02286
CL2398Contig1	HCGP-CT-CO_02287
CL239Contig1	HCGP-CT-CO_02288
CL239Contig2	HCGP-CT-CO_02289
CL23Contig1	HCGP-CT-CO_02290
CL23Contig2	HCGP-CT-CO_02291
CL2401Contig1	HCGP-CT-CO_02292
CL2402Contig1	HCGP-CT-CO_02293
CL2403Contig1	HCGP-CT-CO_02294
CL2404Contig1	HCGP-CT-CO_02295
CL2405Contig1	HCGP-CT-CO_02296
CL2406Contig1	HCGP-CT-CO_02297
CL2407Contig1	HCGP-CT-CO_02298
CL2408Contig1	HCGP-CT-CO_02299
CL2409Contig1	HCGP-CT-CO_02300
CL240Contig1	HCGP-CT-CO_02301
CL240Contig2	HCGP-CT-CO_02302
CL240Contig3	HCGP-CT-CO_02303
CL2410Contig1	HCGP-CT-CO_02304
CL2411Contig1	HCGP-CT-CO_02305
CL2412Contig1	HCGP-CT-CO_02306
CL2413Contig1	HCGP-CT-CO_02307
CL2414Contig1	HCGP-CT-CO_02308
CL2415Contig1	HCGP-CT-CO_02309
CL2416Contig1	HCGP-CT-CO_02310
CL2417Contig1	HCGP-CT-CO_02311
CL2418Contig1	HCGP-CT-CO_02312
CL2419Contig1	HCGP-CT-CO_02313
CL241Contig1	HCGP-CT-CO_02314
CL241Contig2	HCGP-CT-CO_02315
CL2420Contig1	HCGP-CT-CO_02316
CL2421Contig1	HCGP-CT-CO_02317
CL2422Contig1	HCGP-CT-CO_02318
CL2423Contig1	HCGP-CT-CO_02319
CL2424Contig1	HCGP-CT-CO_02320
CL2425Contig1	HCGP-CT-CO_02321
CL2426Contig1	HCGP-CT-CO_02322
CL2427Contig1	HCGP-CT-CO_02323
CL2428Contig1	HCGP-CT-CO_02324
CL2429Contig1	HCGP-CT-CO_02325
CL242Contig1	HCGP-CT-CO_02326
CL2430Contig1	HCGP-CT-CO_02327
CL2431Contig1	HCGP-CT-CO_02328
CL2432Contig1	HCGP-CT-CO_02329
CL2433Contig1	HCGP-CT-CO_02330
CL2434Contig1	HCGP-CT-CO_02331
CL2435Contig1	HCGP-CT-CO_02332
CL2436Contig1	HCGP-CT-CO_02333
CL2437Contig1	HCGP-CT-CO_02334
CL2438Contig1	HCGP-CT-CO_02335
CL2439Contig1	HCGP-CT-CO_02336
CL243Contig1	HCGP-CT-CO_02337
CL2440Contig1	HCGP-CT-CO_02338
CL2442Contig1	HCGP-CT-CO_02339
CL2443Contig1	HCGP-CT-CO_02340
CL2444Contig1	HCGP-CT-CO_02341
CL2445Contig1	HCGP-CT-CO_02342
CL2446Contig1	HCGP-CT-CO_02343
CL2447Contig1	HCGP-CT-CO_02344
CL2448Contig1	HCGP-CT-CO_02345
CL2449Contig1	HCGP-CT-CO_02346
CL244Contig1	HCGP-CT-CO_02347
CL2450Contig1	HCGP-CT-CO_02348
CL2451Contig1	HCGP-CT-CO_02349
CL2452Contig1	HCGP-CT-CO_02350
CL2453Contig1	HCGP-CT-CO_02351
CL2454Contig1	HCGP-CT-CO_02352
CL2455Contig1	HCGP-CT-CO_02353
CL2456Contig1	HCGP-CT-CO_02354
CL2457Contig1	HCGP-CT-CO_02355
CL2458Contig1	HCGP-CT-CO_02356
CL2459Contig1	HCGP-CT-CO_02357
CL245Contig1	HCGP-CT-CO_02358
CL2460Contig1	HCGP-CT-CO_02359
CL2461Contig1	HCGP-CT-CO_02360
CL2462Contig1	HCGP-CT-CO_02361
CL2464Contig1	HCGP-CT-CO_02362
CL2465Contig1	HCGP-CT-CO_02363
CL2466Contig1	HCGP-CT-CO_02364
CL2467Contig1	HCGP-CT-CO_02365
CL2468Contig1	HCGP-CT-CO_02366
CL2469Contig1	HCGP-CT-CO_02367
CL246Contig1	HCGP-CT-CO_02368
CL2470Contig1	HCGP-CT-CO_02369
CL2471Contig1	HCGP-CT-CO_02370
CL2472Contig1	HCGP-CT-CO_02371
CL2473Contig1	HCGP-CT-CO_02372
CL2474Contig1	HCGP-CT-CO_02373
CL2475Contig1	HCGP-CT-CO_02374
CL2476Contig1	HCGP-CT-CO_02375
CL2477Contig1	HCGP-CT-CO_02376
CL2478Contig1	HCGP-CT-CO_02377
CL2479Contig1	HCGP-CT-CO_02378
CL247Contig1	HCGP-CT-CO_02379
CL247Contig2	HCGP-CT-CO_02380
CL247Contig3	HCGP-CT-CO_02381
CL2481Contig1	HCGP-CT-CO_02382
CL2482Contig1	HCGP-CT-CO_02383
CL2483Contig1	HCGP-CT-CO_02384
CL2484Contig1	HCGP-CT-CO_02385
CL2485Contig1	HCGP-CT-CO_02386
CL2486Contig1	HCGP-CT-CO_02387
CL2487Contig1	HCGP-CT-CO_02388
CL2488Contig1	HCGP-CT-CO_02389
CL2489Contig1	HCGP-CT-CO_02390
CL248Contig1	HCGP-CT-CO_02391
CL2490Contig1	HCGP-CT-CO_02392
CL2491Contig1	HCGP-CT-CO_02393
CL2492Contig1	HCGP-CT-CO_02394
CL2493Contig1	HCGP-CT-CO_02395
CL2494Contig1	HCGP-CT-CO_02396
CL2495Contig1	HCGP-CT-CO_02397
CL2496Contig1	HCGP-CT-CO_02398
CL2497Contig1	HCGP-CT-CO_02399
CL2498Contig1	HCGP-CT-CO_02400
CL2499Contig1	HCGP-CT-CO_02401
CL249Contig1	HCGP-CT-CO_02402
CL249Contig2	HCGP-CT-CO_02403
CL24Contig1	HCGP-CT-CO_02404
CL24Contig2	HCGP-CT-CO_02405
CL24Contig3	HCGP-CT-CO_02406
CL24Contig4	HCGP-CT-CO_02407
CL24Contig5	HCGP-CT-CO_02408
CL24Contig6	HCGP-CT-CO_02409
CL24Contig7	HCGP-CT-CO_02410
CL2500Contig1	HCGP-CT-CO_02411
CL2501Contig1	HCGP-CT-CO_02412
CL2502Contig1	HCGP-CT-CO_02413
CL2503Contig1	HCGP-CT-CO_02414
CL2504Contig1	HCGP-CT-CO_02415
CL2505Contig1	HCGP-CT-CO_02416
CL2506Contig1	HCGP-CT-CO_02417
CL2507Contig1	HCGP-CT-CO_02418
CL2508Contig1	HCGP-CT-CO_02419
CL250Contig1	HCGP-CT-CO_02420
CL250Contig2	HCGP-CT-CO_02421
CL2510Contig1	HCGP-CT-CO_02422
CL2511Contig1	HCGP-CT-CO_02423
CL2512Contig1	HCGP-CT-CO_02424
CL2513Contig1	HCGP-CT-CO_02425
CL2514Contig1	HCGP-CT-CO_02426
CL2515Contig1	HCGP-CT-CO_02427
CL2516Contig1	HCGP-CT-CO_02428
CL2517Contig1	HCGP-CT-CO_02429
CL2518Contig1	HCGP-CT-CO_02430
CL2519Contig1	HCGP-CT-CO_02431
CL251Contig1	HCGP-CT-CO_02432
CL2521Contig1	HCGP-CT-CO_02433
CL2522Contig1	HCGP-CT-CO_02434
CL2523Contig1	HCGP-CT-CO_02435
CL2524Contig1	HCGP-CT-CO_02436
CL2525Contig1	HCGP-CT-CO_02437
CL2526Contig1	HCGP-CT-CO_02438
CL2527Contig1	HCGP-CT-CO_02439
CL2528Contig1	HCGP-CT-CO_02440
CL2529Contig1	HCGP-CT-CO_02441
CL252Contig1	HCGP-CT-CO_02442
CL2530Contig1	HCGP-CT-CO_02443
CL2531Contig1	HCGP-CT-CO_02444
CL2532Contig1	HCGP-CT-CO_02445
CL2533Contig1	HCGP-CT-CO_02446
CL2534Contig1	HCGP-CT-CO_02447
CL2535Contig1	HCGP-CT-CO_02448
CL2536Contig1	HCGP-CT-CO_02449
CL2537Contig1	HCGP-CT-CO_02450
CL2538Contig1	HCGP-CT-CO_02451
CL2539Contig1	HCGP-CT-CO_02452
CL253Contig1	HCGP-CT-CO_02453
CL2540Contig1	HCGP-CT-CO_02454
CL2541Contig1	HCGP-CT-CO_02455
CL2542Contig1	HCGP-CT-CO_02456
CL2543Contig1	HCGP-CT-CO_02457
CL2544Contig1	HCGP-CT-CO_02458
CL2545Contig1	HCGP-CT-CO_02459
CL2546Contig1	HCGP-CT-CO_02460
CL2548Contig1	HCGP-CT-CO_02461
CL2549Contig1	HCGP-CT-CO_02462
CL254Contig1	HCGP-CT-CO_02463
CL2550Contig1	HCGP-CT-CO_02464
CL2551Contig1	HCGP-CT-CO_02465
CL2552Contig1	HCGP-CT-CO_02466
CL2553Contig1	HCGP-CT-CO_02467
CL2554Contig1	HCGP-CT-CO_02468
CL2555Contig1	HCGP-CT-CO_02469
CL2556Contig1	HCGP-CT-CO_02470
CL2557Contig1	HCGP-CT-CO_02471
CL2558Contig1	HCGP-CT-CO_02472
CL255Contig1	HCGP-CT-CO_02473
CL2560Contig1	HCGP-CT-CO_02474
CL2561Contig1	HCGP-CT-CO_02475
CL2562Contig1	HCGP-CT-CO_02476
CL2563Contig1	HCGP-CT-CO_02477
CL2564Contig1	HCGP-CT-CO_02478
CL2565Contig1	HCGP-CT-CO_02479
CL2566Contig1	HCGP-CT-CO_02480
CL2567Contig1	HCGP-CT-CO_02481
CL2569Contig1	HCGP-CT-CO_02482
CL256Contig1	HCGP-CT-CO_02483
CL256Contig2	HCGP-CT-CO_02484
CL2570Contig1	HCGP-CT-CO_02485
CL2572Contig1	HCGP-CT-CO_02486
CL2573Contig1	HCGP-CT-CO_02487
CL2574Contig1	HCGP-CT-CO_02488
CL2575Contig1	HCGP-CT-CO_02489
CL2576Contig1	HCGP-CT-CO_02490
CL2577Contig1	HCGP-CT-CO_02491
CL2578Contig1	HCGP-CT-CO_02492
CL2579Contig1	HCGP-CT-CO_02493
CL257Contig1	HCGP-CT-CO_02494
CL2580Contig1	HCGP-CT-CO_02495
CL2581Contig1	HCGP-CT-CO_02496
CL2582Contig1	HCGP-CT-CO_02497
CL2583Contig1	HCGP-CT-CO_02498
CL2584Contig1	HCGP-CT-CO_02499
CL2585Contig1	HCGP-CT-CO_02500
CL2586Contig1	HCGP-CT-CO_02501
CL2587Contig1	HCGP-CT-CO_02502
CL2588Contig1	HCGP-CT-CO_02503
CL2589Contig1	HCGP-CT-CO_02504
CL258Contig1	HCGP-CT-CO_02505
CL2590Contig1	HCGP-CT-CO_02506
CL2591Contig1	HCGP-CT-CO_02507
CL2592Contig1	HCGP-CT-CO_02508
CL2593Contig1	HCGP-CT-CO_02509
CL2594Contig1	HCGP-CT-CO_02510
CL2595Contig1	HCGP-CT-CO_02511
CL2596Contig1	HCGP-CT-CO_02512
CL2597Contig1	HCGP-CT-CO_02513
CL2598Contig1	HCGP-CT-CO_02514
CL2599Contig1	HCGP-CT-CO_02515
CL259Contig1	HCGP-CT-CO_02516
CL25Contig1	HCGP-CT-CO_02517
CL25Contig2	HCGP-CT-CO_02518
CL2600Contig1	HCGP-CT-CO_02519
CL2601Contig1	HCGP-CT-CO_02520
CL2602Contig1	HCGP-CT-CO_02521
CL2603Contig1	HCGP-CT-CO_02522
CL2604Contig1	HCGP-CT-CO_02523
CL2605Contig1	HCGP-CT-CO_02524
CL2606Contig1	HCGP-CT-CO_02525
CL2607Contig1	HCGP-CT-CO_02526
CL2608Contig1	HCGP-CT-CO_02527
CL2609Contig1	HCGP-CT-CO_02528
CL260Contig1	HCGP-CT-CO_02529
CL2610Contig1	HCGP-CT-CO_02530
CL2611Contig1	HCGP-CT-CO_02531
CL2612Contig1	HCGP-CT-CO_02532
CL2613Contig1	HCGP-CT-CO_02533
CL2614Contig1	HCGP-CT-CO_02534
CL2615Contig1	HCGP-CT-CO_02535
CL2616Contig1	HCGP-CT-CO_02536
CL2617Contig1	HCGP-CT-CO_02537
CL2618Contig1	HCGP-CT-CO_02538
CL2619Contig1	HCGP-CT-CO_02539
CL261Contig1	HCGP-CT-CO_02540
CL2620Contig1	HCGP-CT-CO_02541
CL2621Contig1	HCGP-CT-CO_02542
CL2622Contig1	HCGP-CT-CO_02543
CL2623Contig1	HCGP-CT-CO_02544
CL2624Contig1	HCGP-CT-CO_02545
CL2625Contig1	HCGP-CT-CO_02546
CL2626Contig1	HCGP-CT-CO_02547
CL2627Contig1	HCGP-CT-CO_02548
CL2628Contig1	HCGP-CT-CO_02549
CL2629Contig1	HCGP-CT-CO_02550
CL262Contig1	HCGP-CT-CO_02551
CL262Contig2	HCGP-CT-CO_02552
CL262Contig3	HCGP-CT-CO_02553
CL262Contig4	HCGP-CT-CO_02554
CL2630Contig1	HCGP-CT-CO_02555
CL2631Contig1	HCGP-CT-CO_02556
CL2632Contig1	HCGP-CT-CO_02557
CL2633Contig1	HCGP-CT-CO_02558
CL2634Contig1	HCGP-CT-CO_02559
CL2635Contig1	HCGP-CT-CO_02560
CL2636Contig1	HCGP-CT-CO_02561
CL2637Contig1	HCGP-CT-CO_02562
CL2638Contig1	HCGP-CT-CO_02563
CL2639Contig1	HCGP-CT-CO_02564
CL263Contig1	HCGP-CT-CO_02565
CL2640Contig1	HCGP-CT-CO_02566
CL2641Contig1	HCGP-CT-CO_02567
CL2642Contig1	HCGP-CT-CO_02568
CL2643Contig1	HCGP-CT-CO_02569
CL2644Contig1	HCGP-CT-CO_02570
CL2645Contig1	HCGP-CT-CO_02571
CL2646Contig1	HCGP-CT-CO_02572
CL2647Contig1	HCGP-CT-CO_02573
CL2648Contig1	HCGP-CT-CO_02574
CL2649Contig1	HCGP-CT-CO_02575
CL264Contig1	HCGP-CT-CO_02576
CL2650Contig1	HCGP-CT-CO_02577
CL2651Contig1	HCGP-CT-CO_02578
CL2652Contig1	HCGP-CT-CO_02579
CL2653Contig1	HCGP-CT-CO_02580
CL2655Contig1	HCGP-CT-CO_02581
CL2656Contig1	HCGP-CT-CO_02582
CL2657Contig1	HCGP-CT-CO_02583
CL2658Contig1	HCGP-CT-CO_02584
CL2659Contig1	HCGP-CT-CO_02585
CL265Contig1	HCGP-CT-CO_02586
CL2660Contig1	HCGP-CT-CO_02587
CL2661Contig1	HCGP-CT-CO_02588
CL2662Contig1	HCGP-CT-CO_02589
CL2663Contig1	HCGP-CT-CO_02590
CL2664Contig1	HCGP-CT-CO_02591
CL2666Contig1	HCGP-CT-CO_02592
CL2667Contig1	HCGP-CT-CO_02593
CL2668Contig1	HCGP-CT-CO_02594
CL2669Contig1	HCGP-CT-CO_02595
CL266Contig1	HCGP-CT-CO_02596
CL266Contig2	HCGP-CT-CO_02597
CL2670Contig1	HCGP-CT-CO_02598
CL2671Contig1	HCGP-CT-CO_02599
CL2673Contig1	HCGP-CT-CO_02600
CL2674Contig1	HCGP-CT-CO_02601
CL2675Contig1	HCGP-CT-CO_02602
CL2676Contig1	HCGP-CT-CO_02603
CL2677Contig1	HCGP-CT-CO_02604
CL2678Contig1	HCGP-CT-CO_02605
CL2679Contig1	HCGP-CT-CO_02606
CL267Contig1	HCGP-CT-CO_02607
CL267Contig3	HCGP-CT-CO_02608
CL2680Contig1	HCGP-CT-CO_02609
CL2681Contig1	HCGP-CT-CO_02610
CL2682Contig1	HCGP-CT-CO_02611
CL2683Contig1	HCGP-CT-CO_02612
CL2684Contig1	HCGP-CT-CO_02613
CL2685Contig1	HCGP-CT-CO_02614
CL2686Contig1	HCGP-CT-CO_02615
CL2687Contig1	HCGP-CT-CO_02616
CL2688Contig1	HCGP-CT-CO_02617
CL2689Contig1	HCGP-CT-CO_02618
CL2690Contig1	HCGP-CT-CO_02619
CL2691Contig1	HCGP-CT-CO_02620
CL2692Contig1	HCGP-CT-CO_02621
CL2693Contig1	HCGP-CT-CO_02622
CL2694Contig1	HCGP-CT-CO_02623
CL2695Contig1	HCGP-CT-CO_02624
CL2696Contig1	HCGP-CT-CO_02625
CL2697Contig1	HCGP-CT-CO_02626
CL2698Contig1	HCGP-CT-CO_02627
CL2699Contig1	HCGP-CT-CO_02628
CL269Contig1	HCGP-CT-CO_02629
CL26Contig1	HCGP-CT-CO_02630
CL26Contig2	HCGP-CT-CO_02631
CL26Contig3	HCGP-CT-CO_02632
CL26Contig4	HCGP-CT-CO_02633
CL2700Contig1	HCGP-CT-CO_02634
CL2701Contig1	HCGP-CT-CO_02635
CL2702Contig1	HCGP-CT-CO_02636
CL2703Contig1	HCGP-CT-CO_02637
CL2704Contig1	HCGP-CT-CO_02638
CL2705Contig1	HCGP-CT-CO_02639
CL2706Contig1	HCGP-CT-CO_02640
CL2707Contig1	HCGP-CT-CO_02641
CL2708Contig1	HCGP-CT-CO_02642
CL2709Contig1	HCGP-CT-CO_02643
CL270Contig1	HCGP-CT-CO_02644
CL2710Contig1	HCGP-CT-CO_02645
CL2711Contig1	HCGP-CT-CO_02646
CL2712Contig1	HCGP-CT-CO_02647
CL2713Contig1	HCGP-CT-CO_02648
CL2714Contig1	HCGP-CT-CO_02649
CL2715Contig1	HCGP-CT-CO_02650
CL2716Contig1	HCGP-CT-CO_02651
CL2717Contig1	HCGP-CT-CO_02652
CL2718Contig1	HCGP-CT-CO_02653
CL2719Contig1	HCGP-CT-CO_02654
CL271Contig1	HCGP-CT-CO_02655
CL2720Contig1	HCGP-CT-CO_02656
CL2721Contig1	HCGP-CT-CO_02657
CL2722Contig1	HCGP-CT-CO_02658
CL2724Contig1	HCGP-CT-CO_02659
CL2725Contig1	HCGP-CT-CO_02660
CL2726Contig1	HCGP-CT-CO_02661
CL2727Contig1	HCGP-CT-CO_02662
CL2729Contig1	HCGP-CT-CO_02663
CL272Contig1	HCGP-CT-CO_02664
CL272Contig2	HCGP-CT-CO_02665
CL2730Contig1	HCGP-CT-CO_02666
CL2732Contig1	HCGP-CT-CO_02667
CL2733Contig1	HCGP-CT-CO_02668
CL2734Contig1	HCGP-CT-CO_02669
CL2735Contig1	HCGP-CT-CO_02670
CL2736Contig1	HCGP-CT-CO_02671
CL2737Contig1	HCGP-CT-CO_02672
CL2738Contig1	HCGP-CT-CO_02673
CL2739Contig1	HCGP-CT-CO_02674
CL273Contig1	HCGP-CT-CO_02675
CL2740Contig1	HCGP-CT-CO_02676
CL2741Contig1	HCGP-CT-CO_02677
CL2742Contig1	HCGP-CT-CO_02678
CL2743Contig1	HCGP-CT-CO_02679
CL2744Contig1	HCGP-CT-CO_02680
CL2745Contig1	HCGP-CT-CO_02681
CL2746Contig1	HCGP-CT-CO_02682
CL2747Contig1	HCGP-CT-CO_02683
CL2748Contig1	HCGP-CT-CO_02684
CL2749Contig1	HCGP-CT-CO_02685
CL274Contig1	HCGP-CT-CO_02686
CL274Contig2	HCGP-CT-CO_02687
CL2750Contig1	HCGP-CT-CO_02688
CL2751Contig1	HCGP-CT-CO_02689
CL2752Contig1	HCGP-CT-CO_02690
CL2754Contig1	HCGP-CT-CO_02691
CL2755Contig1	HCGP-CT-CO_02692
CL2757Contig1	HCGP-CT-CO_02693
CL2758Contig1	HCGP-CT-CO_02694
CL275Contig1	HCGP-CT-CO_02695
CL2760Contig1	HCGP-CT-CO_02696
CL2761Contig1	HCGP-CT-CO_02697
CL2762Contig1	HCGP-CT-CO_02698
CL2763Contig1	HCGP-CT-CO_02699
CL2764Contig1	HCGP-CT-CO_02700
CL2765Contig1	HCGP-CT-CO_02701
CL2766Contig1	HCGP-CT-CO_02702
CL2767Contig1	HCGP-CT-CO_02703
CL2768Contig1	HCGP-CT-CO_02704
CL2769Contig1	HCGP-CT-CO_02705
CL276Contig1	HCGP-CT-CO_02706
CL276Contig2	HCGP-CT-CO_02707
CL2770Contig1	HCGP-CT-CO_02708
CL2771Contig1	HCGP-CT-CO_02709
CL2772Contig1	HCGP-CT-CO_02710
CL2773Contig1	HCGP-CT-CO_02711
CL2775Contig1	HCGP-CT-CO_02712
CL2776Contig1	HCGP-CT-CO_02713
CL2777Contig1	HCGP-CT-CO_02714
CL2778Contig1	HCGP-CT-CO_02715
CL2779Contig1	HCGP-CT-CO_02716
CL277Contig1	HCGP-CT-CO_02717
CL2780Contig1	HCGP-CT-CO_02718
CL2781Contig1	HCGP-CT-CO_02719
CL2782Contig1	HCGP-CT-CO_02720
CL2783Contig1	HCGP-CT-CO_02721
CL2784Contig1	HCGP-CT-CO_02722
CL2785Contig1	HCGP-CT-CO_02723
CL2786Contig1	HCGP-CT-CO_02724
CL2787Contig1	HCGP-CT-CO_02725
CL2788Contig1	HCGP-CT-CO_02726
CL2789Contig1	HCGP-CT-CO_02727
CL278Contig1	HCGP-CT-CO_02728
CL2790Contig1	HCGP-CT-CO_02729
CL2791Contig1	HCGP-CT-CO_02730
CL2792Contig1	HCGP-CT-CO_02731
CL2793Contig1	HCGP-CT-CO_02732
CL2794Contig1	HCGP-CT-CO_02733
CL2795Contig1	HCGP-CT-CO_02734
CL2796Contig1	HCGP-CT-CO_02735
CL2797Contig1	HCGP-CT-CO_02736
CL2798Contig1	HCGP-CT-CO_02737
CL2799Contig1	HCGP-CT-CO_02738
CL279Contig1	HCGP-CT-CO_02739
CL27Contig1	HCGP-CT-CO_02740
CL27Contig2	HCGP-CT-CO_02741
CL2800Contig1	HCGP-CT-CO_02742
CL2801Contig1	HCGP-CT-CO_02743
CL2802Contig1	HCGP-CT-CO_02744
CL2803Contig1	HCGP-CT-CO_02745
CL2804Contig1	HCGP-CT-CO_02746
CL2805Contig1	HCGP-CT-CO_02747
CL2806Contig1	HCGP-CT-CO_02748
CL2807Contig1	HCGP-CT-CO_02749
CL2808Contig1	HCGP-CT-CO_02750
CL2809Contig1	HCGP-CT-CO_02751
CL280Contig1	HCGP-CT-CO_02752
CL2810Contig1	HCGP-CT-CO_02753
CL2811Contig1	HCGP-CT-CO_02754
CL2812Contig1	HCGP-CT-CO_02755
CL2813Contig1	HCGP-CT-CO_02756
CL2815Contig1	HCGP-CT-CO_02757
CL2816Contig1	HCGP-CT-CO_02758
CL2817Contig1	HCGP-CT-CO_02759
CL2818Contig1	HCGP-CT-CO_02760
CL2819Contig1	HCGP-CT-CO_02761
CL281Contig1	HCGP-CT-CO_02762
CL281Contig2	HCGP-CT-CO_02763
CL2820Contig1	HCGP-CT-CO_02764
CL2821Contig1	HCGP-CT-CO_02765
CL2822Contig1	HCGP-CT-CO_02766
CL2823Contig1	HCGP-CT-CO_02767
CL2824Contig1	HCGP-CT-CO_02768
CL2825Contig1	HCGP-CT-CO_02769
CL2826Contig1	HCGP-CT-CO_02770
CL2827Contig1	HCGP-CT-CO_02771
CL2828Contig1	HCGP-CT-CO_02772
CL2829Contig1	HCGP-CT-CO_02773
CL282Contig1	HCGP-CT-CO_02774
CL282Contig2	HCGP-CT-CO_02775
CL2830Contig1	HCGP-CT-CO_02776
CL2831Contig1	HCGP-CT-CO_02777
CL2832Contig1	HCGP-CT-CO_02778
CL2833Contig1	HCGP-CT-CO_02779
CL2834Contig1	HCGP-CT-CO_02780
CL2835Contig1	HCGP-CT-CO_02781
CL2836Contig1	HCGP-CT-CO_02782
CL2838Contig1	HCGP-CT-CO_02783
CL2839Contig1	HCGP-CT-CO_02784
CL283Contig1	HCGP-CT-CO_02785
CL283Contig2	HCGP-CT-CO_02786
CL283Contig3	HCGP-CT-CO_02787
CL283Contig4	HCGP-CT-CO_02788
CL283Contig5	HCGP-CT-CO_02789
CL2840Contig1	HCGP-CT-CO_02790
CL2841Contig1	HCGP-CT-CO_02791
CL2842Contig1	HCGP-CT-CO_02792
CL2843Contig1	HCGP-CT-CO_02793
CL2844Contig1	HCGP-CT-CO_02794
CL2845Contig1	HCGP-CT-CO_02795
CL2846Contig1	HCGP-CT-CO_02796
CL2847Contig1	HCGP-CT-CO_02797
CL2848Contig1	HCGP-CT-CO_02798
CL2849Contig1	HCGP-CT-CO_02799
CL284Contig1	HCGP-CT-CO_02800
CL2850Contig1	HCGP-CT-CO_02801
CL2851Contig1	HCGP-CT-CO_02802
CL2852Contig1	HCGP-CT-CO_02803
CL2853Contig1	HCGP-CT-CO_02804
CL2854Contig1	HCGP-CT-CO_02805
CL2856Contig1	HCGP-CT-CO_02806
CL2857Contig1	HCGP-CT-CO_02807
CL2858Contig1	HCGP-CT-CO_02808
CL2859Contig1	HCGP-CT-CO_02809
CL285Contig1	HCGP-CT-CO_02810
CL2860Contig1	HCGP-CT-CO_02811
CL2861Contig1	HCGP-CT-CO_02812
CL2862Contig1	HCGP-CT-CO_02813
CL2863Contig1	HCGP-CT-CO_02814
CL2864Contig1	HCGP-CT-CO_02815
CL2865Contig1	HCGP-CT-CO_02816
CL2866Contig1	HCGP-CT-CO_02817
CL2867Contig1	HCGP-CT-CO_02818
CL2868Contig1	HCGP-CT-CO_02819
CL2869Contig1	HCGP-CT-CO_02820
CL286Contig1	HCGP-CT-CO_02821
CL2870Contig1	HCGP-CT-CO_02822
CL2871Contig1	HCGP-CT-CO_02823
CL2872Contig1	HCGP-CT-CO_02824
CL2873Contig1	HCGP-CT-CO_02825
CL2874Contig1	HCGP-CT-CO_02826
CL2875Contig1	HCGP-CT-CO_02827
CL2876Contig1	HCGP-CT-CO_02828
CL2877Contig1	HCGP-CT-CO_02829
CL2878Contig1	HCGP-CT-CO_02830
CL2879Contig1	HCGP-CT-CO_02831
CL287Contig1	HCGP-CT-CO_02832
CL287Contig2	HCGP-CT-CO_02833
CL2880Contig1	HCGP-CT-CO_02834
CL2881Contig1	HCGP-CT-CO_02835
CL2882Contig1	HCGP-CT-CO_02836
CL2883Contig1	HCGP-CT-CO_02837
CL2884Contig1	HCGP-CT-CO_02838
CL2885Contig1	HCGP-CT-CO_02839
CL2886Contig1	HCGP-CT-CO_02840
CL2887Contig1	HCGP-CT-CO_02841
