#TGICL_NAME	CONTIG_NAME
CL1056Contig1	HCGP-HT-CO_00605
CL10570Contig1	HCGP-HT-CO_00606
CL10571Contig1	HCGP-HT-CO_00607
CL10572Contig1	HCGP-HT-CO_00608
CL10573Contig1	HCGP-HT-CO_00609
CL10574Contig1	HCGP-HT-CO_00610
CL10575Contig1	HCGP-HT-CO_00611
CL10576Contig1	HCGP-HT-CO_00612
CL10577Contig1	HCGP-HT-CO_00613
CL10579Contig1	HCGP-HT-CO_00614
CL1057Contig1	HCGP-HT-CO_00615
CL10580Contig1	HCGP-HT-CO_00616
CL10581Contig1	HCGP-HT-CO_00617
CL10582Contig1	HCGP-HT-CO_00618
CL10583Contig1	HCGP-HT-CO_00619
CL10584Contig1	HCGP-HT-CO_00620
CL10585Contig1	HCGP-HT-CO_00621
CL10586Contig1	HCGP-HT-CO_00622
CL10588Contig1	HCGP-HT-CO_00623
CL10589Contig1	HCGP-HT-CO_00624
CL1058Contig1	HCGP-HT-CO_00625
CL10590Contig1	HCGP-HT-CO_00626
CL10591Contig1	HCGP-HT-CO_00627
CL10592Contig1	HCGP-HT-CO_00628
CL10593Contig1	HCGP-HT-CO_00629
CL10594Contig1	HCGP-HT-CO_00630
CL10595Contig1	HCGP-HT-CO_00631
CL10596Contig1	HCGP-HT-CO_00632
CL10597Contig1	HCGP-HT-CO_00633
CL10598Contig1	HCGP-HT-CO_00634
CL10599Contig1	HCGP-HT-CO_00635
CL1059Contig1	HCGP-HT-CO_00636
CL105Contig1	HCGP-HT-CO_00637
CL105Contig2	HCGP-HT-CO_00638
CL105Contig3	HCGP-HT-CO_00639
CL10600Contig1	HCGP-HT-CO_00640
CL10601Contig1	HCGP-HT-CO_00641
CL10602Contig1	HCGP-HT-CO_00642
CL10603Contig1	HCGP-HT-CO_00643
CL10604Contig1	HCGP-HT-CO_00644
CL10606Contig1	HCGP-HT-CO_00645
CL10607Contig1	HCGP-HT-CO_00646
CL10608Contig1	HCGP-HT-CO_00647
CL10609Contig1	HCGP-HT-CO_00648
CL1060Contig1	HCGP-HT-CO_00649
CL10610Contig1	HCGP-HT-CO_00650
CL10611Contig1	HCGP-HT-CO_00651
CL10612Contig1	HCGP-HT-CO_00652
CL10613Contig1	HCGP-HT-CO_00653
CL10614Contig1	HCGP-HT-CO_00654
CL10615Contig1	HCGP-HT-CO_00655
CL10616Contig1	HCGP-HT-CO_00656
CL10617Contig1	HCGP-HT-CO_00657
CL10618Contig1	HCGP-HT-CO_00658
CL1061Contig1	HCGP-HT-CO_00659
CL10620Contig1	HCGP-HT-CO_00660
CL10621Contig1	HCGP-HT-CO_00661
CL10623Contig1	HCGP-HT-CO_00662
CL10624Contig1	HCGP-HT-CO_00663
CL10625Contig1	HCGP-HT-CO_00664
CL10626Contig1	HCGP-HT-CO_00665
CL10627Contig1	HCGP-HT-CO_00666
CL10628Contig1	HCGP-HT-CO_00667
CL10629Contig1	HCGP-HT-CO_00668
CL1062Contig1	HCGP-HT-CO_00669
CL10630Contig1	HCGP-HT-CO_00670
CL10632Contig1	HCGP-HT-CO_00671
CL10633Contig1	HCGP-HT-CO_00672
CL10634Contig1	HCGP-HT-CO_00673
CL10635Contig1	HCGP-HT-CO_00674
CL10636Contig1	HCGP-HT-CO_00675
CL10637Contig1	HCGP-HT-CO_00676
CL10638Contig1	HCGP-HT-CO_00677
CL10639Contig1	HCGP-HT-CO_00678
CL1063Contig1	HCGP-HT-CO_00679
CL10640Contig1	HCGP-HT-CO_00680
CL10641Contig1	HCGP-HT-CO_00681
CL10642Contig1	HCGP-HT-CO_00682
CL10643Contig1	HCGP-HT-CO_00683
CL10645Contig1	HCGP-HT-CO_00684
CL10646Contig1	HCGP-HT-CO_00685
CL10647Contig1	HCGP-HT-CO_00686
CL10648Contig1	HCGP-HT-CO_00687
CL10649Contig1	HCGP-HT-CO_00688
CL1064Contig1	HCGP-HT-CO_00689
CL10650Contig1	HCGP-HT-CO_00690
CL10651Contig1	HCGP-HT-CO_00691
CL10653Contig1	HCGP-HT-CO_00692
CL10656Contig1	HCGP-HT-CO_00693
CL10657Contig1	HCGP-HT-CO_00694
CL10658Contig1	HCGP-HT-CO_00695
CL10659Contig1	HCGP-HT-CO_00696
CL1065Contig1	HCGP-HT-CO_00697
CL10660Contig1	HCGP-HT-CO_00698
CL10661Contig1	HCGP-HT-CO_00699
CL10662Contig1	HCGP-HT-CO_00700
CL10663Contig1	HCGP-HT-CO_00701
CL10664Contig1	HCGP-HT-CO_00702
CL10665Contig1	HCGP-HT-CO_00703
CL10666Contig1	HCGP-HT-CO_00704
CL10667Contig1	HCGP-HT-CO_00705
CL10668Contig1	HCGP-HT-CO_00706
CL10669Contig1	HCGP-HT-CO_00707
CL1066Contig1	HCGP-HT-CO_00708
CL1066Contig2	HCGP-HT-CO_00709
CL10670Contig1	HCGP-HT-CO_00710
CL10671Contig1	HCGP-HT-CO_00711
CL10672Contig1	HCGP-HT-CO_00712
CL10673Contig1	HCGP-HT-CO_00713
CL10674Contig1	HCGP-HT-CO_00714
CL10675Contig1	HCGP-HT-CO_00715
CL10676Contig1	HCGP-HT-CO_00716
CL10678Contig1	HCGP-HT-CO_00717
CL10679Contig1	HCGP-HT-CO_00718
CL1067Contig1	HCGP-HT-CO_00719
CL10680Contig1	HCGP-HT-CO_00720
CL10681Contig1	HCGP-HT-CO_00721
CL10682Contig1	HCGP-HT-CO_00722
CL10683Contig1	HCGP-HT-CO_00723
CL10684Contig1	HCGP-HT-CO_00724
CL10685Contig1	HCGP-HT-CO_00725
CL10686Contig1	HCGP-HT-CO_00726
CL10687Contig1	HCGP-HT-CO_00727
CL10689Contig1	HCGP-HT-CO_00728
CL1068Contig1	HCGP-HT-CO_00729
CL10691Contig1	HCGP-HT-CO_00730
CL10692Contig1	HCGP-HT-CO_00731
CL10694Contig1	HCGP-HT-CO_00732
CL10695Contig1	HCGP-HT-CO_00733
CL10696Contig1	HCGP-HT-CO_00734
CL10698Contig1	HCGP-HT-CO_00735
CL10699Contig1	HCGP-HT-CO_00736
CL1069Contig1	HCGP-HT-CO_00737
CL106Contig1	HCGP-HT-CO_00738
CL106Contig2	HCGP-HT-CO_00739
CL106Contig3	HCGP-HT-CO_00740
CL10700Contig1	HCGP-HT-CO_00741
CL10701Contig1	HCGP-HT-CO_00742
CL10702Contig1	HCGP-HT-CO_00743
CL10703Contig1	HCGP-HT-CO_00744
CL10704Contig1	HCGP-HT-CO_00745
CL10705Contig1	HCGP-HT-CO_00746
CL10706Contig1	HCGP-HT-CO_00747
CL10707Contig1	HCGP-HT-CO_00748
CL10709Contig1	HCGP-HT-CO_00749
CL1070Contig1	HCGP-HT-CO_00750
CL10710Contig1	HCGP-HT-CO_00751
CL10711Contig1	HCGP-HT-CO_00752
CL10712Contig1	HCGP-HT-CO_00753
CL10713Contig1	HCGP-HT-CO_00754
CL10714Contig1	HCGP-HT-CO_00755
CL10715Contig1	HCGP-HT-CO_00756
CL10716Contig1	HCGP-HT-CO_00757
CL10717Contig1	HCGP-HT-CO_00758
CL10718Contig1	HCGP-HT-CO_00759
CL10719Contig1	HCGP-HT-CO_00760
CL1071Contig1	HCGP-HT-CO_00761
CL10722Contig1	HCGP-HT-CO_00762
CL10723Contig1	HCGP-HT-CO_00763
CL10724Contig1	HCGP-HT-CO_00764
CL10725Contig1	HCGP-HT-CO_00765
CL10726Contig1	HCGP-HT-CO_00766
CL10727Contig1	HCGP-HT-CO_00767
CL10728Contig1	HCGP-HT-CO_00768
CL10729Contig1	HCGP-HT-CO_00769
CL1072Contig1	HCGP-HT-CO_00770
CL10730Contig1	HCGP-HT-CO_00771
CL10731Contig1	HCGP-HT-CO_00772
CL10732Contig1	HCGP-HT-CO_00773
CL10734Contig1	HCGP-HT-CO_00774
CL10736Contig1	HCGP-HT-CO_00775
CL10738Contig1	HCGP-HT-CO_00776
CL10739Contig1	HCGP-HT-CO_00777
CL1073Contig1	HCGP-HT-CO_00778
CL10741Contig1	HCGP-HT-CO_00779
CL10742Contig1	HCGP-HT-CO_00780
CL10743Contig1	HCGP-HT-CO_00781
CL10744Contig1	HCGP-HT-CO_00782
CL10748Contig1	HCGP-HT-CO_00783
CL10749Contig1	HCGP-HT-CO_00784
CL1074Contig1	HCGP-HT-CO_00785
CL10750Contig1	HCGP-HT-CO_00786
CL10751Contig1	HCGP-HT-CO_00787
CL10752Contig1	HCGP-HT-CO_00788
CL10753Contig1	HCGP-HT-CO_00789
CL10754Contig1	HCGP-HT-CO_00790
CL10755Contig1	HCGP-HT-CO_00791
CL10756Contig1	HCGP-HT-CO_00792
CL10757Contig1	HCGP-HT-CO_00793
CL10758Contig1	HCGP-HT-CO_00794
CL10760Contig1	HCGP-HT-CO_00795
CL10761Contig1	HCGP-HT-CO_00796
CL10762Contig1	HCGP-HT-CO_00797
CL10763Contig1	HCGP-HT-CO_00798
CL10765Contig1	HCGP-HT-CO_00799
CL10766Contig1	HCGP-HT-CO_00800
CL10767Contig1	HCGP-HT-CO_00801
CL10768Contig1	HCGP-HT-CO_00802
CL10769Contig1	HCGP-HT-CO_00803
CL1076Contig1	HCGP-HT-CO_00804
CL10770Contig1	HCGP-HT-CO_00805
CL10771Contig1	HCGP-HT-CO_00806
CL10772Contig1	HCGP-HT-CO_00807
CL10773Contig1	HCGP-HT-CO_00808
CL10774Contig1	HCGP-HT-CO_00809
CL10776Contig1	HCGP-HT-CO_00810
CL10777Contig1	HCGP-HT-CO_00811
CL10778Contig1	HCGP-HT-CO_00812
CL10779Contig1	HCGP-HT-CO_00813
CL1077Contig1	HCGP-HT-CO_00814
CL10781Contig1	HCGP-HT-CO_00815
CL10783Contig1	HCGP-HT-CO_00816
CL10784Contig1	HCGP-HT-CO_00817
CL10785Contig1	HCGP-HT-CO_00818
CL10786Contig1	HCGP-HT-CO_00819
CL10787Contig1	HCGP-HT-CO_00820
CL10788Contig1	HCGP-HT-CO_00821
CL10789Contig1	HCGP-HT-CO_00822
CL1078Contig1	HCGP-HT-CO_00823
CL10790Contig1	HCGP-HT-CO_00824
CL10791Contig1	HCGP-HT-CO_00825
CL10792Contig1	HCGP-HT-CO_00826
CL10793Contig1	HCGP-HT-CO_00827
CL10794Contig1	HCGP-HT-CO_00828
CL10795Contig1	HCGP-HT-CO_00829
CL10796Contig1	HCGP-HT-CO_00830
CL10797Contig1	HCGP-HT-CO_00831
CL10798Contig1	HCGP-HT-CO_00832
CL10799Contig1	HCGP-HT-CO_00833
CL1079Contig2	HCGP-HT-CO_00834
CL107Contig1	HCGP-HT-CO_00835
CL10800Contig1	HCGP-HT-CO_00836
CL10801Contig1	HCGP-HT-CO_00837
CL10802Contig1	HCGP-HT-CO_00838
CL10803Contig1	HCGP-HT-CO_00839
CL10804Contig1	HCGP-HT-CO_00840
CL10805Contig1	HCGP-HT-CO_00841
CL10806Contig1	HCGP-HT-CO_00842
CL10807Contig1	HCGP-HT-CO_00843
CL10808Contig1	HCGP-HT-CO_00844
CL10809Contig1	HCGP-HT-CO_00845
CL1080Contig1	HCGP-HT-CO_00846
CL10810Contig1	HCGP-HT-CO_00847
CL10811Contig1	HCGP-HT-CO_00848
CL10812Contig1	HCGP-HT-CO_00849
CL10813Contig1	HCGP-HT-CO_00850
CL10814Contig1	HCGP-HT-CO_00851
CL10816Contig1	HCGP-HT-CO_00852
CL10818Contig1	HCGP-HT-CO_00853
CL10819Contig1	HCGP-HT-CO_00854
CL1081Contig1	HCGP-HT-CO_00855
CL1081Contig2	HCGP-HT-CO_00856
CL10820Contig1	HCGP-HT-CO_00857
CL10821Contig1	HCGP-HT-CO_00858
CL10822Contig1	HCGP-HT-CO_00859
CL10823Contig1	HCGP-HT-CO_00860
CL10824Contig1	HCGP-HT-CO_00861
CL10825Contig1	HCGP-HT-CO_00862
CL10826Contig1	HCGP-HT-CO_00863
CL10828Contig1	HCGP-HT-CO_00864
CL10829Contig1	HCGP-HT-CO_00865
CL1082Contig1	HCGP-HT-CO_00866
CL10830Contig1	HCGP-HT-CO_00867
CL10831Contig1	HCGP-HT-CO_00868
CL10832Contig1	HCGP-HT-CO_00869
CL10834Contig1	HCGP-HT-CO_00870
CL10835Contig1	HCGP-HT-CO_00871
CL10836Contig1	HCGP-HT-CO_00872
CL10837Contig1	HCGP-HT-CO_00873
CL10838Contig1	HCGP-HT-CO_00874
CL10839Contig1	HCGP-HT-CO_00875
CL1083Contig1	HCGP-HT-CO_00876
CL10840Contig1	HCGP-HT-CO_00877
CL10841Contig1	HCGP-HT-CO_00878
CL10842Contig1	HCGP-HT-CO_00879
CL10843Contig1	HCGP-HT-CO_00880
CL10844Contig1	HCGP-HT-CO_00881
CL10845Contig1	HCGP-HT-CO_00882
CL10847Contig1	HCGP-HT-CO_00883
CL10848Contig1	HCGP-HT-CO_00884
CL10849Contig1	HCGP-HT-CO_00885
CL1084Contig1	HCGP-HT-CO_00886
CL10850Contig1	HCGP-HT-CO_00887
CL10851Contig1	HCGP-HT-CO_00888
CL10852Contig1	HCGP-HT-CO_00889
CL10854Contig1	HCGP-HT-CO_00890
CL10857Contig1	HCGP-HT-CO_00891
CL10858Contig1	HCGP-HT-CO_00892
CL10859Contig1	HCGP-HT-CO_00893
CL1085Contig1	HCGP-HT-CO_00894
CL10860Contig1	HCGP-HT-CO_00895
CL10861Contig1	HCGP-HT-CO_00896
CL10863Contig1	HCGP-HT-CO_00897
CL10865Contig1	HCGP-HT-CO_00898
CL10866Contig1	HCGP-HT-CO_00899
CL10867Contig1	HCGP-HT-CO_00900
CL10868Contig1	HCGP-HT-CO_00901
CL10869Contig1	HCGP-HT-CO_00902
CL1086Contig1	HCGP-HT-CO_00903
CL10870Contig1	HCGP-HT-CO_00904
CL10871Contig1	HCGP-HT-CO_00905
CL10872Contig1	HCGP-HT-CO_00906
CL10874Contig1	HCGP-HT-CO_00907
CL10875Contig1	HCGP-HT-CO_00908
CL10878Contig1	HCGP-HT-CO_00909
CL10879Contig1	HCGP-HT-CO_00910
CL1087Contig1	HCGP-HT-CO_00911
CL10880Contig1	HCGP-HT-CO_00912
CL10881Contig1	HCGP-HT-CO_00913
CL10883Contig1	HCGP-HT-CO_00914
CL10884Contig1	HCGP-HT-CO_00915
CL10885Contig1	HCGP-HT-CO_00916
CL10886Contig1	HCGP-HT-CO_00917
CL10887Contig1	HCGP-HT-CO_00918
CL10888Contig1	HCGP-HT-CO_00919
CL10889Contig1	HCGP-HT-CO_00920
CL1088Contig1	HCGP-HT-CO_00921
CL10890Contig1	HCGP-HT-CO_00922
CL10891Contig1	HCGP-HT-CO_00923
CL10892Contig1	HCGP-HT-CO_00924
CL10893Contig1	HCGP-HT-CO_00925
CL10894Contig1	HCGP-HT-CO_00926
CL10895Contig1	HCGP-HT-CO_00927
CL10896Contig1	HCGP-HT-CO_00928
CL10897Contig1	HCGP-HT-CO_00929
CL10898Contig1	HCGP-HT-CO_00930
CL10899Contig1	HCGP-HT-CO_00931
CL1089Contig1	HCGP-HT-CO_00932
CL108Contig1	HCGP-HT-CO_00933
CL108Contig2	HCGP-HT-CO_00934
CL10900Contig1	HCGP-HT-CO_00935
CL10901Contig1	HCGP-HT-CO_00936
CL10902Contig1	HCGP-HT-CO_00937
CL10903Contig1	HCGP-HT-CO_00938
CL10904Contig1	HCGP-HT-CO_00939
CL10905Contig1	HCGP-HT-CO_00940
CL10908Contig1	HCGP-HT-CO_00941
CL1090Contig1	HCGP-HT-CO_00942
CL10910Contig1	HCGP-HT-CO_00943
CL10912Contig1	HCGP-HT-CO_00944
CL10913Contig1	HCGP-HT-CO_00945
CL10915Contig1	HCGP-HT-CO_00946
CL10916Contig1	HCGP-HT-CO_00947
CL10917Contig1	HCGP-HT-CO_00948
CL10919Contig1	HCGP-HT-CO_00949
CL10920Contig1	HCGP-HT-CO_00950
CL10921Contig1	HCGP-HT-CO_00951
CL10922Contig1	HCGP-HT-CO_00952
CL10923Contig1	HCGP-HT-CO_00953
CL10924Contig1	HCGP-HT-CO_00954
CL10925Contig1	HCGP-HT-CO_00955
CL10926Contig1	HCGP-HT-CO_00956
CL10927Contig1	HCGP-HT-CO_00957
CL10928Contig1	HCGP-HT-CO_00958
CL10929Contig1	HCGP-HT-CO_00959
CL1092Contig1	HCGP-HT-CO_00960
CL1092Contig2	HCGP-HT-CO_00961
CL10930Contig1	HCGP-HT-CO_00962
CL10931Contig1	HCGP-HT-CO_00963
CL10932Contig1	HCGP-HT-CO_00964
CL10933Contig1	HCGP-HT-CO_00965
CL10935Contig1	HCGP-HT-CO_00966
CL10936Contig1	HCGP-HT-CO_00967
CL10937Contig1	HCGP-HT-CO_00968
CL10938Contig1	HCGP-HT-CO_00969
CL10939Contig1	HCGP-HT-CO_00970
CL1093Contig1	HCGP-HT-CO_00971
CL10940Contig1	HCGP-HT-CO_00972
CL10941Contig1	HCGP-HT-CO_00973
CL10942Contig1	HCGP-HT-CO_00974
CL10943Contig1	HCGP-HT-CO_00975
CL10944Contig1	HCGP-HT-CO_00976
CL10945Contig1	HCGP-HT-CO_00977
CL10946Contig1	HCGP-HT-CO_00978
CL10947Contig1	HCGP-HT-CO_00979
CL10948Contig1	HCGP-HT-CO_00980
CL10949Contig1	HCGP-HT-CO_00981
CL1094Contig1	HCGP-HT-CO_00982
CL10950Contig1	HCGP-HT-CO_00983
CL10951Contig1	HCGP-HT-CO_00984
CL10952Contig1	HCGP-HT-CO_00985
CL10953Contig1	HCGP-HT-CO_00986
CL10954Contig1	HCGP-HT-CO_00987
CL10955Contig1	HCGP-HT-CO_00988
CL10956Contig1	HCGP-HT-CO_00989
CL10957Contig1	HCGP-HT-CO_00990
CL10958Contig1	HCGP-HT-CO_00991
CL10959Contig1	HCGP-HT-CO_00992
CL1095Contig1	HCGP-HT-CO_00993
CL10960Contig1	HCGP-HT-CO_00994
CL10961Contig1	HCGP-HT-CO_00995
CL10962Contig1	HCGP-HT-CO_00996
CL10963Contig1	HCGP-HT-CO_00997
CL10964Contig1	HCGP-HT-CO_00998
CL10965Contig1	HCGP-HT-CO_00999
CL10966Contig1	HCGP-HT-CO_01000
CL10967Contig1	HCGP-HT-CO_01001
CL10968Contig1	HCGP-HT-CO_01002
CL10969Contig1	HCGP-HT-CO_01003
CL1096Contig1	HCGP-HT-CO_01004
CL10970Contig1	HCGP-HT-CO_01005
CL10971Contig1	HCGP-HT-CO_01006
CL10973Contig1	HCGP-HT-CO_01007
CL10974Contig1	HCGP-HT-CO_01008
CL10975Contig1	HCGP-HT-CO_01009
CL10976Contig1	HCGP-HT-CO_01010
CL10977Contig1	HCGP-HT-CO_01011
CL1097Contig1	HCGP-HT-CO_01012
CL1097Contig2	HCGP-HT-CO_01013
CL10980Contig1	HCGP-HT-CO_01014
CL10981Contig1	HCGP-HT-CO_01015
CL10982Contig1	HCGP-HT-CO_01016
CL10983Contig1	HCGP-HT-CO_01017
CL10984Contig1	HCGP-HT-CO_01018
CL10985Contig1	HCGP-HT-CO_01019
CL10986Contig1	HCGP-HT-CO_01020
CL10988Contig1	HCGP-HT-CO_01021
CL10989Contig1	HCGP-HT-CO_01022
CL1098Contig1	HCGP-HT-CO_01023
CL10990Contig1	HCGP-HT-CO_01024
CL10991Contig1	HCGP-HT-CO_01025
CL10992Contig1	HCGP-HT-CO_01026
CL10993Contig1	HCGP-HT-CO_01027
CL10994Contig1	HCGP-HT-CO_01028
CL10995Contig1	HCGP-HT-CO_01029
CL10996Contig1	HCGP-HT-CO_01030
CL10997Contig1	HCGP-HT-CO_01031
CL10998Contig1	HCGP-HT-CO_01032
CL10999Contig1	HCGP-HT-CO_01033
CL1099Contig1	HCGP-HT-CO_01034
CL109Contig1	HCGP-HT-CO_01035
CL109Contig2	HCGP-HT-CO_01036
CL109Contig3	HCGP-HT-CO_01037
CL10Contig1	HCGP-HT-CO_01038
CL10Contig2	HCGP-HT-CO_01039
CL11000Contig1	HCGP-HT-CO_01040
CL11001Contig1	HCGP-HT-CO_01041
CL11002Contig1	HCGP-HT-CO_01042
CL11003Contig1	HCGP-HT-CO_01043
CL11004Contig1	HCGP-HT-CO_01044
CL11005Contig1	HCGP-HT-CO_01045
CL11006Contig1	HCGP-HT-CO_01046
CL11007Contig1	HCGP-HT-CO_01047
CL11009Contig1	HCGP-HT-CO_01048
CL1100Contig1	HCGP-HT-CO_01049
CL11012Contig1	HCGP-HT-CO_01050
CL11013Contig1	HCGP-HT-CO_01051
CL11015Contig1	HCGP-HT-CO_01052
CL11016Contig1	HCGP-HT-CO_01053
CL11017Contig1	HCGP-HT-CO_01054
CL11018Contig1	HCGP-HT-CO_01055
CL11019Contig1	HCGP-HT-CO_01056
CL1101Contig1	HCGP-HT-CO_01057
CL11021Contig1	HCGP-HT-CO_01058
CL11023Contig1	HCGP-HT-CO_01059
CL11024Contig1	HCGP-HT-CO_01060
CL11025Contig1	HCGP-HT-CO_01061
CL11027Contig1	HCGP-HT-CO_01062
CL11028Contig1	HCGP-HT-CO_01063
CL11029Contig1	HCGP-HT-CO_01064
CL1102Contig1	HCGP-HT-CO_01065
CL1102Contig2	HCGP-HT-CO_01066
CL11030Contig1	HCGP-HT-CO_01067
CL11031Contig1	HCGP-HT-CO_01068
CL11032Contig1	HCGP-HT-CO_01069
CL11033Contig1	HCGP-HT-CO_01070
CL11034Contig1	HCGP-HT-CO_01071
CL11035Contig1	HCGP-HT-CO_01072
CL11036Contig1	HCGP-HT-CO_01073
CL11037Contig1	HCGP-HT-CO_01074
CL11038Contig1	HCGP-HT-CO_01075
CL11039Contig1	HCGP-HT-CO_01076
CL1103Contig1	HCGP-HT-CO_01077
CL11040Contig1	HCGP-HT-CO_01078
CL11041Contig1	HCGP-HT-CO_01079
CL11042Contig1	HCGP-HT-CO_01080
CL11044Contig1	HCGP-HT-CO_01081
CL11045Contig1	HCGP-HT-CO_01082
CL11046Contig1	HCGP-HT-CO_01083
CL11047Contig1	HCGP-HT-CO_01084
CL11049Contig1	HCGP-HT-CO_01085
CL1104Contig1	HCGP-HT-CO_01086
CL11050Contig1	HCGP-HT-CO_01087
CL11051Contig1	HCGP-HT-CO_01088
CL11052Contig1	HCGP-HT-CO_01089
CL11053Contig1	HCGP-HT-CO_01090
CL11054Contig1	HCGP-HT-CO_01091
CL11055Contig1	HCGP-HT-CO_01092
CL11056Contig1	HCGP-HT-CO_01093
CL11057Contig1	HCGP-HT-CO_01094
CL11059Contig1	HCGP-HT-CO_01095
CL1105Contig1	HCGP-HT-CO_01096
CL11060Contig1	HCGP-HT-CO_01097
CL11061Contig1	HCGP-HT-CO_01098
CL11063Contig1	HCGP-HT-CO_01099
CL11064Contig1	HCGP-HT-CO_01100
CL11065Contig1	HCGP-HT-CO_01101
CL11066Contig1	HCGP-HT-CO_01102
CL11067Contig1	HCGP-HT-CO_01103
CL11068Contig1	HCGP-HT-CO_01104
CL11069Contig1	HCGP-HT-CO_01105
CL1106Contig1	HCGP-HT-CO_01106
CL11070Contig1	HCGP-HT-CO_01107
CL11071Contig1	HCGP-HT-CO_01108
CL11072Contig1	HCGP-HT-CO_01109
CL11073Contig1	HCGP-HT-CO_01110
CL11074Contig1	HCGP-HT-CO_01111
CL11075Contig1	HCGP-HT-CO_01112
CL11076Contig1	HCGP-HT-CO_01113
CL11077Contig1	HCGP-HT-CO_01114
CL11079Contig1	HCGP-HT-CO_01115
CL1107Contig1	HCGP-HT-CO_01116
CL1107Contig2	HCGP-HT-CO_01117
CL11080Contig1	HCGP-HT-CO_01118
CL11081Contig1	HCGP-HT-CO_01119
CL11082Contig1	HCGP-HT-CO_01120
CL11083Contig1	HCGP-HT-CO_01121
CL11084Contig1	HCGP-HT-CO_01122
CL11085Contig1	HCGP-HT-CO_01123
CL11088Contig1	HCGP-HT-CO_01124
CL1108Contig1	HCGP-HT-CO_01125
CL11090Contig1	HCGP-HT-CO_01126
CL11091Contig1	HCGP-HT-CO_01127
CL11092Contig1	HCGP-HT-CO_01128
CL11093Contig1	HCGP-HT-CO_01129
CL11094Contig1	HCGP-HT-CO_01130
CL11095Contig1	HCGP-HT-CO_01131
CL11096Contig1	HCGP-HT-CO_01132
CL11097Contig1	HCGP-HT-CO_01133
CL11098Contig1	HCGP-HT-CO_01134
CL11099Contig1	HCGP-HT-CO_01135
CL1109Contig1	HCGP-HT-CO_01136
CL110Contig1	HCGP-HT-CO_01137
CL11100Contig1	HCGP-HT-CO_01138
CL11101Contig1	HCGP-HT-CO_01139
CL11103Contig1	HCGP-HT-CO_01140
CL11104Contig1	HCGP-HT-CO_01141
CL11105Contig1	HCGP-HT-CO_01142
CL11106Contig1	HCGP-HT-CO_01143
CL11107Contig1	HCGP-HT-CO_01144
CL11108Contig1	HCGP-HT-CO_01145
CL11109Contig1	HCGP-HT-CO_01146
CL1110Contig1	HCGP-HT-CO_01147
CL11110Contig1	HCGP-HT-CO_01148
CL11111Contig1	HCGP-HT-CO_01149
CL11112Contig1	HCGP-HT-CO_01150
CL11113Contig1	HCGP-HT-CO_01151
CL11114Contig1	HCGP-HT-CO_01152
CL11116Contig1	HCGP-HT-CO_01153
CL11118Contig1	HCGP-HT-CO_01154
CL11119Contig1	HCGP-HT-CO_01155
CL1111Contig1	HCGP-HT-CO_01156
CL11120Contig1	HCGP-HT-CO_01157
CL11121Contig1	HCGP-HT-CO_01158
CL11123Contig1	HCGP-HT-CO_01159
CL11124Contig1	HCGP-HT-CO_01160
CL11125Contig1	HCGP-HT-CO_01161
CL11126Contig1	HCGP-HT-CO_01162
CL11127Contig1	HCGP-HT-CO_01163
CL11128Contig1	HCGP-HT-CO_01164
CL11129Contig1	HCGP-HT-CO_01165
CL1112Contig1	HCGP-HT-CO_01166
CL11130Contig1	HCGP-HT-CO_01167
CL11131Contig1	HCGP-HT-CO_01168
CL11133Contig1	HCGP-HT-CO_01169
CL11134Contig1	HCGP-HT-CO_01170
CL11135Contig1	HCGP-HT-CO_01171
CL11136Contig1	HCGP-HT-CO_01172
CL11137Contig1	HCGP-HT-CO_01173
CL11138Contig1	HCGP-HT-CO_01174
CL11139Contig1	HCGP-HT-CO_01175
CL1113Contig1	HCGP-HT-CO_01176
CL11140Contig1	HCGP-HT-CO_01177
CL11143Contig1	HCGP-HT-CO_01178
CL11146Contig1	HCGP-HT-CO_01179
CL11147Contig1	HCGP-HT-CO_01180
CL11148Contig1	HCGP-HT-CO_01181
CL11149Contig1	HCGP-HT-CO_01182
CL1114Contig1	HCGP-HT-CO_01183
CL11150Contig1	HCGP-HT-CO_01184
CL11152Contig1	HCGP-HT-CO_01185
CL11154Contig1	HCGP-HT-CO_01186
CL11155Contig1	HCGP-HT-CO_01187
CL11157Contig1	HCGP-HT-CO_01188
CL11159Contig1	HCGP-HT-CO_01189
CL1115Contig1	HCGP-HT-CO_01190
CL11160Contig1	HCGP-HT-CO_01191
CL11161Contig1	HCGP-HT-CO_01192
CL11162Contig1	HCGP-HT-CO_01193
CL11163Contig1	HCGP-HT-CO_01194
CL11164Contig1	HCGP-HT-CO_01195
CL11166Contig1	HCGP-HT-CO_01196
CL11167Contig1	HCGP-HT-CO_01197
CL11168Contig1	HCGP-HT-CO_01198
CL11169Contig1	HCGP-HT-CO_01199
CL1116Contig1	HCGP-HT-CO_01200
CL11170Contig1	HCGP-HT-CO_01201
CL11171Contig1	HCGP-HT-CO_01202
CL11172Contig1	HCGP-HT-CO_01203
CL11173Contig1	HCGP-HT-CO_01204
CL11174Contig1	HCGP-HT-CO_01205
CL11175Contig1	HCGP-HT-CO_01206
CL11176Contig1	HCGP-HT-CO_01207
CL11177Contig1	HCGP-HT-CO_01208
CL11178Contig1	HCGP-HT-CO_01209
CL11179Contig1	HCGP-HT-CO_01210
CL1117Contig1	HCGP-HT-CO_01211
CL11181Contig1	HCGP-HT-CO_01212
