#TGICL_NAME	CONTIG_NAME
CL1513Contig1	HCGP-NN-CO_00607
CL1514Contig1	HCGP-NN-CO_00608
CL1516Contig1	HCGP-NN-CO_00609
CL1517Contig1	HCGP-NN-CO_00610
CL1518Contig1	HCGP-NN-CO_00611
CL1518Contig2	HCGP-NN-CO_00612
CL1519Contig1	HCGP-NN-CO_00613
CL151Contig1	HCGP-NN-CO_00614
CL1520Contig1	HCGP-NN-CO_00615
CL1521Contig1	HCGP-NN-CO_00616
CL1522Contig1	HCGP-NN-CO_00617
CL1523Contig1	HCGP-NN-CO_00618
CL1524Contig1	HCGP-NN-CO_00619
CL1525Contig1	HCGP-NN-CO_00620
CL1526Contig1	HCGP-NN-CO_00621
CL1527Contig1	HCGP-NN-CO_00622
CL152Contig1	HCGP-NN-CO_00623
CL1530Contig1	HCGP-NN-CO_00624
CL1531Contig1	HCGP-NN-CO_00625
CL1532Contig1	HCGP-NN-CO_00626
CL1533Contig1	HCGP-NN-CO_00627
CL1534Contig1	HCGP-NN-CO_00628
CL1535Contig1	HCGP-NN-CO_00629
CL1536Contig1	HCGP-NN-CO_00630
CL1537Contig1	HCGP-NN-CO_00631
CL1538Contig1	HCGP-NN-CO_00632
CL1539Contig1	HCGP-NN-CO_00633
CL153Contig1	HCGP-NN-CO_00634
CL153Contig2	HCGP-NN-CO_00635
CL1540Contig1	HCGP-NN-CO_00636
CL1541Contig1	HCGP-NN-CO_00637
CL1542Contig1	HCGP-NN-CO_00638
CL1545Contig1	HCGP-NN-CO_00639
CL1546Contig1	HCGP-NN-CO_00640
CL1547Contig1	HCGP-NN-CO_00641
CL154Contig1	HCGP-NN-CO_00642
CL1550Contig1	HCGP-NN-CO_00643
CL1551Contig1	HCGP-NN-CO_00644
CL1552Contig1	HCGP-NN-CO_00645
CL1553Contig1	HCGP-NN-CO_00646
CL1554Contig1	HCGP-NN-CO_00647
CL1555Contig1	HCGP-NN-CO_00648
CL1556Contig1	HCGP-NN-CO_00649
CL1557Contig1	HCGP-NN-CO_00650
CL1558Contig1	HCGP-NN-CO_00651
CL1559Contig1	HCGP-NN-CO_00652
CL155Contig1	HCGP-NN-CO_00653
CL1560Contig1	HCGP-NN-CO_00654
CL1561Contig1	HCGP-NN-CO_00655
CL1562Contig1	HCGP-NN-CO_00656
CL1563Contig1	HCGP-NN-CO_00657
CL1564Contig1	HCGP-NN-CO_00658
CL1565Contig1	HCGP-NN-CO_00659
CL1566Contig1	HCGP-NN-CO_00660
CL1567Contig1	HCGP-NN-CO_00661
CL1568Contig1	HCGP-NN-CO_00662
CL1569Contig1	HCGP-NN-CO_00663
CL156Contig1	HCGP-NN-CO_00664
CL1570Contig1	HCGP-NN-CO_00665
CL1571Contig1	HCGP-NN-CO_00666
CL1572Contig1	HCGP-NN-CO_00667
CL1573Contig1	HCGP-NN-CO_00668
CL1573Contig2	HCGP-NN-CO_00669
CL1574Contig1	HCGP-NN-CO_00670
CL1575Contig1	HCGP-NN-CO_00671
CL1575Contig2	HCGP-NN-CO_00672
CL1576Contig1	HCGP-NN-CO_00673
CL1577Contig1	HCGP-NN-CO_00674
CL1578Contig1	HCGP-NN-CO_00675
CL1579Contig1	HCGP-NN-CO_00676
CL157Contig1	HCGP-NN-CO_00677
CL1580Contig1	HCGP-NN-CO_00678
CL1581Contig1	HCGP-NN-CO_00679
CL1582Contig1	HCGP-NN-CO_00680
CL1582Contig2	HCGP-NN-CO_00681
CL1583Contig1	HCGP-NN-CO_00682
CL1583Contig2	HCGP-NN-CO_00683
CL1584Contig1	HCGP-NN-CO_00684
CL1585Contig1	HCGP-NN-CO_00685
CL1586Contig1	HCGP-NN-CO_00686
CL1587Contig1	HCGP-NN-CO_00687
CL1588Contig1	HCGP-NN-CO_00688
CL1589Contig1	HCGP-NN-CO_00689
CL158Contig1	HCGP-NN-CO_00690
CL1590Contig1	HCGP-NN-CO_00691
CL1591Contig1	HCGP-NN-CO_00692
CL1592Contig1	HCGP-NN-CO_00693
CL1593Contig1	HCGP-NN-CO_00694
CL1594Contig1	HCGP-NN-CO_00695
CL1596Contig1	HCGP-NN-CO_00696
CL1597Contig1	HCGP-NN-CO_00697
CL1598Contig1	HCGP-NN-CO_00698
CL1599Contig1	HCGP-NN-CO_00699
CL159Contig1	HCGP-NN-CO_00700
CL159Contig2	HCGP-NN-CO_00701
CL159Contig3	HCGP-NN-CO_00702
CL15Contig1	HCGP-NN-CO_00703
CL15Contig2	HCGP-NN-CO_00704
CL15Contig3	HCGP-NN-CO_00705
CL1600Contig1	HCGP-NN-CO_00706
CL1601Contig1	HCGP-NN-CO_00707
CL1602Contig1	HCGP-NN-CO_00708
CL1603Contig1	HCGP-NN-CO_00709
CL1604Contig1	HCGP-NN-CO_00710
CL1605Contig1	HCGP-NN-CO_00711
CL1606Contig1	HCGP-NN-CO_00712
CL1607Contig1	HCGP-NN-CO_00713
CL1608Contig1	HCGP-NN-CO_00714
CL1609Contig1	HCGP-NN-CO_00715
CL160Contig1	HCGP-NN-CO_00716
CL160Contig2	HCGP-NN-CO_00717
CL160Contig3	HCGP-NN-CO_00718
CL160Contig4	HCGP-NN-CO_00719
CL1610Contig1	HCGP-NN-CO_00720
CL1611Contig1	HCGP-NN-CO_00721
CL1612Contig1	HCGP-NN-CO_00722
CL1613Contig1	HCGP-NN-CO_00723
CL1614Contig1	HCGP-NN-CO_00724
CL1615Contig1	HCGP-NN-CO_00725
CL1616Contig1	HCGP-NN-CO_00726
CL1616Contig2	HCGP-NN-CO_00727
CL1617Contig1	HCGP-NN-CO_00728
CL1618Contig1	HCGP-NN-CO_00729
CL1619Contig1	HCGP-NN-CO_00730
CL161Contig1	HCGP-NN-CO_00731
CL1620Contig1	HCGP-NN-CO_00732
CL1621Contig1	HCGP-NN-CO_00733
CL1622Contig1	HCGP-NN-CO_00734
CL1623Contig1	HCGP-NN-CO_00735
CL1624Contig1	HCGP-NN-CO_00736
CL1625Contig1	HCGP-NN-CO_00737
CL1626Contig1	HCGP-NN-CO_00738
CL1627Contig1	HCGP-NN-CO_00739
CL1628Contig1	HCGP-NN-CO_00740
CL162Contig1	HCGP-NN-CO_00741
CL1630Contig1	HCGP-NN-CO_00742
CL1631Contig1	HCGP-NN-CO_00743
CL1631Contig2	HCGP-NN-CO_00744
CL1632Contig1	HCGP-NN-CO_00745
CL1633Contig1	HCGP-NN-CO_00746
CL1634Contig1	HCGP-NN-CO_00747
CL1635Contig1	HCGP-NN-CO_00748
CL1636Contig1	HCGP-NN-CO_00749
CL1637Contig1	HCGP-NN-CO_00750
CL1638Contig1	HCGP-NN-CO_00751
CL1639Contig1	HCGP-NN-CO_00752
CL163Contig1	HCGP-NN-CO_00753
CL1640Contig1	HCGP-NN-CO_00754
CL1641Contig1	HCGP-NN-CO_00755
CL1642Contig1	HCGP-NN-CO_00756
CL1643Contig1	HCGP-NN-CO_00757
CL1644Contig1	HCGP-NN-CO_00758
CL1645Contig1	HCGP-NN-CO_00759
CL1646Contig1	HCGP-NN-CO_00760
CL1647Contig1	HCGP-NN-CO_00761
CL1648Contig1	HCGP-NN-CO_00762
CL1649Contig1	HCGP-NN-CO_00763
CL164Contig1	HCGP-NN-CO_00764
CL1650Contig1	HCGP-NN-CO_00765
CL1651Contig1	HCGP-NN-CO_00766
CL1652Contig1	HCGP-NN-CO_00767
CL1653Contig1	HCGP-NN-CO_00768
CL1655Contig1	HCGP-NN-CO_00769
CL1656Contig1	HCGP-NN-CO_00770
CL1657Contig1	HCGP-NN-CO_00771
CL165Contig1	HCGP-NN-CO_00772
CL1660Contig1	HCGP-NN-CO_00773
CL1661Contig1	HCGP-NN-CO_00774
CL1662Contig1	HCGP-NN-CO_00775
CL1663Contig1	HCGP-NN-CO_00776
CL1664Contig1	HCGP-NN-CO_00777
CL1665Contig1	HCGP-NN-CO_00778
CL1666Contig1	HCGP-NN-CO_00779
CL1667Contig1	HCGP-NN-CO_00780
CL1668Contig1	HCGP-NN-CO_00781
CL1669Contig1	HCGP-NN-CO_00782
CL166Contig1	HCGP-NN-CO_00783
CL1670Contig1	HCGP-NN-CO_00784
CL1673Contig1	HCGP-NN-CO_00785
CL1674Contig1	HCGP-NN-CO_00786
CL1674Contig2	HCGP-NN-CO_00787
CL1675Contig1	HCGP-NN-CO_00788
CL1676Contig1	HCGP-NN-CO_00789
CL1677Contig1	HCGP-NN-CO_00790
CL1678Contig1	HCGP-NN-CO_00791
CL1679Contig1	HCGP-NN-CO_00792
CL1680Contig1	HCGP-NN-CO_00793
CL1681Contig1	HCGP-NN-CO_00794
CL1682Contig1	HCGP-NN-CO_00795
CL1683Contig1	HCGP-NN-CO_00796
CL1683Contig2	HCGP-NN-CO_00797
CL1684Contig1	HCGP-NN-CO_00798
CL1685Contig1	HCGP-NN-CO_00799
CL1686Contig1	HCGP-NN-CO_00800
CL1687Contig1	HCGP-NN-CO_00801
CL1688Contig1	HCGP-NN-CO_00802
CL1689Contig1	HCGP-NN-CO_00803
CL168Contig1	HCGP-NN-CO_00804
CL1691Contig1	HCGP-NN-CO_00805
CL1692Contig1	HCGP-NN-CO_00806
CL1693Contig1	HCGP-NN-CO_00807
CL1694Contig1	HCGP-NN-CO_00808
CL1695Contig1	HCGP-NN-CO_00809
CL1696Contig1	HCGP-NN-CO_00810
CL1697Contig1	HCGP-NN-CO_00811
CL1698Contig1	HCGP-NN-CO_00812
CL1699Contig1	HCGP-NN-CO_00813
CL169Contig1	HCGP-NN-CO_00814
CL16Contig1	HCGP-NN-CO_00815
CL16Contig2	HCGP-NN-CO_00816
CL1700Contig1	HCGP-NN-CO_00817
CL1701Contig1	HCGP-NN-CO_00818
CL1702Contig1	HCGP-NN-CO_00819
CL1703Contig1	HCGP-NN-CO_00820
CL1705Contig1	HCGP-NN-CO_00821
CL1706Contig1	HCGP-NN-CO_00822
CL1707Contig1	HCGP-NN-CO_00823
CL1708Contig1	HCGP-NN-CO_00824
CL1709Contig1	HCGP-NN-CO_00825
CL170Contig1	HCGP-NN-CO_00826
CL170Contig2	HCGP-NN-CO_00827
CL1710Contig1	HCGP-NN-CO_00828
CL1711Contig1	HCGP-NN-CO_00829
CL1712Contig1	HCGP-NN-CO_00830
CL1713Contig1	HCGP-NN-CO_00831
CL1714Contig1	HCGP-NN-CO_00832
CL1715Contig1	HCGP-NN-CO_00833
CL1716Contig1	HCGP-NN-CO_00834
CL1717Contig1	HCGP-NN-CO_00835
CL1718Contig1	HCGP-NN-CO_00836
CL1719Contig1	HCGP-NN-CO_00837
CL1719Contig2	HCGP-NN-CO_00838
CL171Contig1	HCGP-NN-CO_00839
CL1720Contig1	HCGP-NN-CO_00840
CL1721Contig1	HCGP-NN-CO_00841
CL1722Contig1	HCGP-NN-CO_00842
CL1723Contig1	HCGP-NN-CO_00843
CL1724Contig1	HCGP-NN-CO_00844
CL1725Contig1	HCGP-NN-CO_00845
CL1726Contig1	HCGP-NN-CO_00846
CL1727Contig1	HCGP-NN-CO_00847
CL1728Contig1	HCGP-NN-CO_00848
CL1728Contig2	HCGP-NN-CO_00849
CL1729Contig1	HCGP-NN-CO_00850
CL172Contig1	HCGP-NN-CO_00851
CL1730Contig1	HCGP-NN-CO_00852
CL1731Contig1	HCGP-NN-CO_00853
CL1732Contig1	HCGP-NN-CO_00854
CL1734Contig1	HCGP-NN-CO_00855
CL1735Contig1	HCGP-NN-CO_00856
CL1736Contig1	HCGP-NN-CO_00857
CL1737Contig1	HCGP-NN-CO_00858
CL1738Contig1	HCGP-NN-CO_00859
CL1739Contig1	HCGP-NN-CO_00860
CL173Contig1	HCGP-NN-CO_00861
CL1740Contig1	HCGP-NN-CO_00862
CL1741Contig1	HCGP-NN-CO_00863
CL1742Contig1	HCGP-NN-CO_00864
CL1743Contig1	HCGP-NN-CO_00865
CL1744Contig1	HCGP-NN-CO_00866
CL1745Contig1	HCGP-NN-CO_00867
CL1746Contig1	HCGP-NN-CO_00868
CL1747Contig1	HCGP-NN-CO_00869
CL1748Contig1	HCGP-NN-CO_00870
CL1749Contig1	HCGP-NN-CO_00871
CL174Contig1	HCGP-NN-CO_00872
CL174Contig2	HCGP-NN-CO_00873
CL174Contig3	HCGP-NN-CO_00874
CL1750Contig1	HCGP-NN-CO_00875
CL1751Contig1	HCGP-NN-CO_00876
CL1752Contig1	HCGP-NN-CO_00877
CL1753Contig1	HCGP-NN-CO_00878
CL1754Contig1	HCGP-NN-CO_00879
CL1755Contig1	HCGP-NN-CO_00880
CL1756Contig1	HCGP-NN-CO_00881
CL1757Contig1	HCGP-NN-CO_00882
CL1759Contig1	HCGP-NN-CO_00883
CL175Contig1	HCGP-NN-CO_00884
CL1760Contig1	HCGP-NN-CO_00885
CL1761Contig1	HCGP-NN-CO_00886
CL1762Contig1	HCGP-NN-CO_00887
CL1762Contig2	HCGP-NN-CO_00888
CL1763Contig1	HCGP-NN-CO_00889
CL1764Contig1	HCGP-NN-CO_00890
CL1765Contig1	HCGP-NN-CO_00891
CL1766Contig1	HCGP-NN-CO_00892
CL1767Contig1	HCGP-NN-CO_00893
CL1768Contig1	HCGP-NN-CO_00894
CL1769Contig1	HCGP-NN-CO_00895
CL1769Contig2	HCGP-NN-CO_00896
CL176Contig1	HCGP-NN-CO_00897
CL1770Contig1	HCGP-NN-CO_00898
CL1771Contig1	HCGP-NN-CO_00899
CL1772Contig1	HCGP-NN-CO_00900
CL1773Contig1	HCGP-NN-CO_00901
CL1774Contig1	HCGP-NN-CO_00902
CL1775Contig1	HCGP-NN-CO_00903
CL1776Contig1	HCGP-NN-CO_00904
CL1777Contig1	HCGP-NN-CO_00905
CL1778Contig1	HCGP-NN-CO_00906
CL1779Contig1	HCGP-NN-CO_00907
CL177Contig1	HCGP-NN-CO_00908
CL1780Contig1	HCGP-NN-CO_00909
CL1780Contig2	HCGP-NN-CO_00910
CL1781Contig1	HCGP-NN-CO_00911
CL1782Contig1	HCGP-NN-CO_00912
CL1783Contig1	HCGP-NN-CO_00913
CL1784Contig1	HCGP-NN-CO_00914
CL1785Contig1	HCGP-NN-CO_00915
CL1786Contig1	HCGP-NN-CO_00916
CL1787Contig1	HCGP-NN-CO_00917
CL1788Contig1	HCGP-NN-CO_00918
CL178Contig1	HCGP-NN-CO_00919
CL1790Contig1	HCGP-NN-CO_00920
CL1791Contig1	HCGP-NN-CO_00921
CL1792Contig1	HCGP-NN-CO_00922
CL1794Contig1	HCGP-NN-CO_00923
CL1795Contig1	HCGP-NN-CO_00924
CL1796Contig1	HCGP-NN-CO_00925
CL1797Contig1	HCGP-NN-CO_00926
CL1798Contig1	HCGP-NN-CO_00927
CL1799Contig1	HCGP-NN-CO_00928
CL179Contig1	HCGP-NN-CO_00929
CL179Contig2	HCGP-NN-CO_00930
CL17Contig1	HCGP-NN-CO_00931
CL17Contig2	HCGP-NN-CO_00932
CL17Contig3	HCGP-NN-CO_00933
CL17Contig4	HCGP-NN-CO_00934
CL17Contig5	HCGP-NN-CO_00935
CL17Contig6	HCGP-NN-CO_00936
CL17Contig7	HCGP-NN-CO_00937
CL17Contig8	HCGP-NN-CO_00938
CL17Contig9	HCGP-NN-CO_00939
CL1800Contig1	HCGP-NN-CO_00940
CL1800Contig2	HCGP-NN-CO_00941
CL1801Contig1	HCGP-NN-CO_00942
CL1802Contig1	HCGP-NN-CO_00943
CL1803Contig1	HCGP-NN-CO_00944
CL1804Contig1	HCGP-NN-CO_00945
CL1804Contig2	HCGP-NN-CO_00946
CL1805Contig1	HCGP-NN-CO_00947
CL1806Contig1	HCGP-NN-CO_00948
CL1807Contig1	HCGP-NN-CO_00949
CL1808Contig1	HCGP-NN-CO_00950
CL1809Contig1	HCGP-NN-CO_00951
CL180Contig1	HCGP-NN-CO_00952
CL1810Contig1	HCGP-NN-CO_00953
CL1811Contig1	HCGP-NN-CO_00954
CL1812Contig1	HCGP-NN-CO_00955
CL1813Contig1	HCGP-NN-CO_00956
CL1814Contig1	HCGP-NN-CO_00957
CL1815Contig1	HCGP-NN-CO_00958
CL1816Contig1	HCGP-NN-CO_00959
CL1817Contig1	HCGP-NN-CO_00960
CL1818Contig1	HCGP-NN-CO_00961
CL1819Contig1	HCGP-NN-CO_00962
CL181Contig1	HCGP-NN-CO_00963
CL1820Contig1	HCGP-NN-CO_00964
CL1821Contig1	HCGP-NN-CO_00965
CL1822Contig1	HCGP-NN-CO_00966
CL1823Contig1	HCGP-NN-CO_00967
CL1824Contig1	HCGP-NN-CO_00968
CL1825Contig1	HCGP-NN-CO_00969
CL1826Contig1	HCGP-NN-CO_00970
CL1827Contig1	HCGP-NN-CO_00971
CL1828Contig1	HCGP-NN-CO_00972
CL1828Contig2	HCGP-NN-CO_00973
CL1829Contig1	HCGP-NN-CO_00974
CL182Contig1	HCGP-NN-CO_00975
CL182Contig2	HCGP-NN-CO_00976
CL1830Contig1	HCGP-NN-CO_00977
CL1831Contig1	HCGP-NN-CO_00978
CL1832Contig1	HCGP-NN-CO_00979
CL1833Contig1	HCGP-NN-CO_00980
CL1834Contig1	HCGP-NN-CO_00981
CL1836Contig1	HCGP-NN-CO_00982
CL1838Contig1	HCGP-NN-CO_00983
CL1839Contig1	HCGP-NN-CO_00984
CL183Contig1	HCGP-NN-CO_00985
CL1840Contig1	HCGP-NN-CO_00986
CL1841Contig1	HCGP-NN-CO_00987
CL1842Contig1	HCGP-NN-CO_00988
CL1843Contig1	HCGP-NN-CO_00989
CL1844Contig1	HCGP-NN-CO_00990
CL1845Contig1	HCGP-NN-CO_00991
CL1846Contig1	HCGP-NN-CO_00992
CL1847Contig1	HCGP-NN-CO_00993
CL1848Contig1	HCGP-NN-CO_00994
CL1849Contig1	HCGP-NN-CO_00995
CL184Contig1	HCGP-NN-CO_00996
CL1850Contig1	HCGP-NN-CO_00997
CL1851Contig1	HCGP-NN-CO_00998
CL1852Contig1	HCGP-NN-CO_00999
CL1853Contig1	HCGP-NN-CO_01000
CL1854Contig1	HCGP-NN-CO_01001
CL1855Contig1	HCGP-NN-CO_01002
CL1856Contig1	HCGP-NN-CO_01003
CL1857Contig1	HCGP-NN-CO_01004
CL1858Contig1	HCGP-NN-CO_01005
CL1859Contig1	HCGP-NN-CO_01006
CL1859Contig2	HCGP-NN-CO_01007
CL185Contig1	HCGP-NN-CO_01008
CL185Contig2	HCGP-NN-CO_01009
CL1862Contig1	HCGP-NN-CO_01010
CL1863Contig1	HCGP-NN-CO_01011
CL1864Contig1	HCGP-NN-CO_01012
CL1865Contig1	HCGP-NN-CO_01013
CL1866Contig1	HCGP-NN-CO_01014
CL1867Contig1	HCGP-NN-CO_01015
CL1868Contig1	HCGP-NN-CO_01016
CL1869Contig1	HCGP-NN-CO_01017
CL186Contig1	HCGP-NN-CO_01018
CL186Contig2	HCGP-NN-CO_01019
CL186Contig3	HCGP-NN-CO_01020
CL1870Contig1	HCGP-NN-CO_01021
CL1871Contig1	HCGP-NN-CO_01022
CL1873Contig1	HCGP-NN-CO_01023
CL1874Contig1	HCGP-NN-CO_01024
CL1875Contig1	HCGP-NN-CO_01025
CL1876Contig1	HCGP-NN-CO_01026
CL1877Contig1	HCGP-NN-CO_01027
CL1878Contig1	HCGP-NN-CO_01028
CL1879Contig1	HCGP-NN-CO_01029
CL187Contig1	HCGP-NN-CO_01030
CL1880Contig1	HCGP-NN-CO_01031
CL1881Contig1	HCGP-NN-CO_01032
CL1882Contig1	HCGP-NN-CO_01033
CL1883Contig1	HCGP-NN-CO_01034
CL1883Contig2	HCGP-NN-CO_01035
CL1884Contig1	HCGP-NN-CO_01036
CL1885Contig1	HCGP-NN-CO_01037
CL1885Contig2	HCGP-NN-CO_01038
CL1886Contig1	HCGP-NN-CO_01039
CL1887Contig1	HCGP-NN-CO_01040
CL1888Contig1	HCGP-NN-CO_01041
CL1889Contig1	HCGP-NN-CO_01042
CL188Contig1	HCGP-NN-CO_01043
CL1891Contig1	HCGP-NN-CO_01044
CL1892Contig1	HCGP-NN-CO_01045
CL1893Contig1	HCGP-NN-CO_01046
CL1894Contig1	HCGP-NN-CO_01047
CL1896Contig1	HCGP-NN-CO_01048
CL1897Contig1	HCGP-NN-CO_01049
CL1897Contig2	HCGP-NN-CO_01050
CL1898Contig1	HCGP-NN-CO_01051
CL1899Contig1	HCGP-NN-CO_01052
CL189Contig1	HCGP-NN-CO_01053
CL189Contig2	HCGP-NN-CO_01054
CL18Contig1	HCGP-NN-CO_01055
CL18Contig2	HCGP-NN-CO_01056
CL18Contig3	HCGP-NN-CO_01057
CL1900Contig1	HCGP-NN-CO_01058
CL1901Contig1	HCGP-NN-CO_01059
CL1901Contig2	HCGP-NN-CO_01060
CL1902Contig1	HCGP-NN-CO_01061
CL1903Contig1	HCGP-NN-CO_01062
CL1904Contig1	HCGP-NN-CO_01063
CL1904Contig2	HCGP-NN-CO_01064
CL1905Contig1	HCGP-NN-CO_01065
CL1906Contig1	HCGP-NN-CO_01066
CL1907Contig1	HCGP-NN-CO_01067
CL1908Contig1	HCGP-NN-CO_01068
CL1909Contig1	HCGP-NN-CO_01069
CL190Contig1	HCGP-NN-CO_01070
CL1910Contig1	HCGP-NN-CO_01071
CL1911Contig1	HCGP-NN-CO_01072
CL1912Contig1	HCGP-NN-CO_01073
CL1913Contig1	HCGP-NN-CO_01074
CL1914Contig1	HCGP-NN-CO_01075
CL1915Contig1	HCGP-NN-CO_01076
CL1916Contig1	HCGP-NN-CO_01077
CL1917Contig1	HCGP-NN-CO_01078
CL1918Contig1	HCGP-NN-CO_01079
CL1919Contig1	HCGP-NN-CO_01080
CL191Contig1	HCGP-NN-CO_01081
CL1920Contig1	HCGP-NN-CO_01082
CL1921Contig1	HCGP-NN-CO_01083
CL1922Contig1	HCGP-NN-CO_01084
CL1923Contig1	HCGP-NN-CO_01085
CL1924Contig1	HCGP-NN-CO_01086
CL1925Contig1	HCGP-NN-CO_01087
CL1926Contig1	HCGP-NN-CO_01088
CL1927Contig1	HCGP-NN-CO_01089
CL1928Contig1	HCGP-NN-CO_01090
CL1929Contig1	HCGP-NN-CO_01091
CL192Contig1	HCGP-NN-CO_01092
CL192Contig2	HCGP-NN-CO_01093
CL1930Contig1	HCGP-NN-CO_01094
CL1931Contig1	HCGP-NN-CO_01095
CL1932Contig1	HCGP-NN-CO_01096
CL1933Contig1	HCGP-NN-CO_01097
CL1934Contig1	HCGP-NN-CO_01098
CL1934Contig2	HCGP-NN-CO_01099
CL1935Contig1	HCGP-NN-CO_01100
CL1936Contig1	HCGP-NN-CO_01101
CL1937Contig1	HCGP-NN-CO_01102
CL1938Contig1	HCGP-NN-CO_01103
CL1939Contig1	HCGP-NN-CO_01104
CL193Contig1	HCGP-NN-CO_01105
CL1940Contig1	HCGP-NN-CO_01106
CL1941Contig1	HCGP-NN-CO_01107
CL1942Contig1	HCGP-NN-CO_01108
CL1943Contig1	HCGP-NN-CO_01109
CL1944Contig1	HCGP-NN-CO_01110
CL1945Contig1	HCGP-NN-CO_01111
CL1946Contig1	HCGP-NN-CO_01112
CL1947Contig1	HCGP-NN-CO_01113
CL1948Contig1	HCGP-NN-CO_01114
CL1949Contig1	HCGP-NN-CO_01115
CL194Contig1	HCGP-NN-CO_01116
CL1950Contig1	HCGP-NN-CO_01117
CL1950Contig2	HCGP-NN-CO_01118
CL1951Contig1	HCGP-NN-CO_01119
CL1952Contig1	HCGP-NN-CO_01120
CL1953Contig1	HCGP-NN-CO_01121
CL1954Contig1	HCGP-NN-CO_01122
CL1955Contig1	HCGP-NN-CO_01123
CL1956Contig1	HCGP-NN-CO_01124
CL1957Contig1	HCGP-NN-CO_01125
CL1958Contig1	HCGP-NN-CO_01126
CL1959Contig1	HCGP-NN-CO_01127
CL195Contig1	HCGP-NN-CO_01128
CL1961Contig1	HCGP-NN-CO_01129
CL1962Contig1	HCGP-NN-CO_01130
CL1963Contig1	HCGP-NN-CO_01131
CL1964Contig1	HCGP-NN-CO_01132
CL1965Contig1	HCGP-NN-CO_01133
CL1967Contig1	HCGP-NN-CO_01134
CL1968Contig1	HCGP-NN-CO_01135
CL1969Contig1	HCGP-NN-CO_01136
CL196Contig1	HCGP-NN-CO_01137
CL1970Contig1	HCGP-NN-CO_01138
CL1971Contig1	HCGP-NN-CO_01139
CL1972Contig1	HCGP-NN-CO_01140
CL1973Contig1	HCGP-NN-CO_01141
CL1974Contig1	HCGP-NN-CO_01142
CL1975Contig1	HCGP-NN-CO_01143
CL1976Contig1	HCGP-NN-CO_01144
CL1977Contig1	HCGP-NN-CO_01145
CL1977Contig2	HCGP-NN-CO_01146
CL1978Contig1	HCGP-NN-CO_01147
CL1979Contig1	HCGP-NN-CO_01148
CL197Contig1	HCGP-NN-CO_01149
CL1980Contig1	HCGP-NN-CO_01150
CL1981Contig1	HCGP-NN-CO_01151
CL1982Contig1	HCGP-NN-CO_01152
CL1983Contig1	HCGP-NN-CO_01153
CL1984Contig1	HCGP-NN-CO_01154
CL1985Contig1	HCGP-NN-CO_01155
CL1986Contig1	HCGP-NN-CO_01156
CL1987Contig1	HCGP-NN-CO_01157
CL1988Contig1	HCGP-NN-CO_01158
CL1989Contig1	HCGP-NN-CO_01159
CL198Contig1	HCGP-NN-CO_01160
CL1990Contig1	HCGP-NN-CO_01161
CL1991Contig1	HCGP-NN-CO_01162
CL1992Contig1	HCGP-NN-CO_01163
CL1993Contig1	HCGP-NN-CO_01164
CL1995Contig1	HCGP-NN-CO_01165
CL1996Contig1	HCGP-NN-CO_01166
CL1997Contig1	HCGP-NN-CO_01167
CL1998Contig1	HCGP-NN-CO_01168
CL1999Contig1	HCGP-NN-CO_01169
CL199Contig1	HCGP-NN-CO_01170
CL19Contig1	HCGP-NN-CO_01171
CL19Contig2	HCGP-NN-CO_01172
CL1Contig1	HCGP-NN-CO_01173
CL1Contig10	HCGP-NN-CO_01174
CL1Contig100	HCGP-NN-CO_01175
CL1Contig101	HCGP-NN-CO_01176
CL1Contig103	HCGP-NN-CO_01177
CL1Contig105	HCGP-NN-CO_01178
CL1Contig106	HCGP-NN-CO_01179
CL1Contig107	HCGP-NN-CO_01180
CL1Contig109	HCGP-NN-CO_01181
CL1Contig11	HCGP-NN-CO_01182
CL1Contig110	HCGP-NN-CO_01183
CL1Contig111	HCGP-NN-CO_01184
CL1Contig112	HCGP-NN-CO_01185
CL1Contig113	HCGP-NN-CO_01186
CL1Contig114	HCGP-NN-CO_01187
CL1Contig115	HCGP-NN-CO_01188
CL1Contig117	HCGP-NN-CO_01189
CL1Contig119	HCGP-NN-CO_01190
CL1Contig12	HCGP-NN-CO_01191
CL1Contig120	HCGP-NN-CO_01192
CL1Contig121	HCGP-NN-CO_01193
CL1Contig123	HCGP-NN-CO_01194
CL1Contig124	HCGP-NN-CO_01195
CL1Contig125	HCGP-NN-CO_01196
CL1Contig126	HCGP-NN-CO_01197
CL1Contig127	HCGP-NN-CO_01198
CL1Contig128	HCGP-NN-CO_01199
CL1Contig129	HCGP-NN-CO_01200
CL1Contig13	HCGP-NN-CO_01201
CL1Contig130	HCGP-NN-CO_01202
CL1Contig133	HCGP-NN-CO_01203
CL1Contig134	HCGP-NN-CO_01204
CL1Contig135	HCGP-NN-CO_01205
CL1Contig138	HCGP-NN-CO_01206
CL1Contig14	HCGP-NN-CO_01207
CL1Contig140	HCGP-NN-CO_01208
CL1Contig141	HCGP-NN-CO_01209
CL1Contig142	HCGP-NN-CO_01210
CL1Contig143	HCGP-NN-CO_01211
CL1Contig144	HCGP-NN-CO_01212
CL1Contig147	HCGP-NN-CO_01213
CL1Contig148	HCGP-NN-CO_01214
CL1Contig15	HCGP-NN-CO_01215
CL1Contig150	HCGP-NN-CO_01216
CL1Contig152	HCGP-NN-CO_01217
CL1Contig153	HCGP-NN-CO_01218
CL1Contig154	HCGP-NN-CO_01219
