#TGICL_NAME	CONTIG_NAME
CL3637Contig1	HCGP-NT-CO_03063
CL3638Contig1	HCGP-NT-CO_03064
CL3639Contig1	HCGP-NT-CO_03065
CL363Contig1	HCGP-NT-CO_03066
CL3640Contig1	HCGP-NT-CO_03067
CL3641Contig1	HCGP-NT-CO_03068
CL3642Contig1	HCGP-NT-CO_03069
CL3643Contig1	HCGP-NT-CO_03070
CL3644Contig1	HCGP-NT-CO_03071
CL3645Contig1	HCGP-NT-CO_03072
CL3646Contig1	HCGP-NT-CO_03073
CL3648Contig1	HCGP-NT-CO_03074
CL3649Contig1	HCGP-NT-CO_03075
CL364Contig1	HCGP-NT-CO_03076
CL3650Contig1	HCGP-NT-CO_03077
CL3651Contig1	HCGP-NT-CO_03078
CL3652Contig1	HCGP-NT-CO_03079
CL3653Contig1	HCGP-NT-CO_03080
CL3654Contig1	HCGP-NT-CO_03081
CL3655Contig1	HCGP-NT-CO_03082
CL3656Contig1	HCGP-NT-CO_03083
CL3657Contig1	HCGP-NT-CO_03084
CL3658Contig1	HCGP-NT-CO_03085
CL3659Contig1	HCGP-NT-CO_03086
CL365Contig1	HCGP-NT-CO_03087
CL3660Contig1	HCGP-NT-CO_03088
CL3661Contig1	HCGP-NT-CO_03089
CL3662Contig1	HCGP-NT-CO_03090
CL3663Contig1	HCGP-NT-CO_03091
CL3664Contig1	HCGP-NT-CO_03092
CL3665Contig1	HCGP-NT-CO_03093
CL3666Contig1	HCGP-NT-CO_03094
CL3667Contig1	HCGP-NT-CO_03095
CL3669Contig1	HCGP-NT-CO_03096
CL366Contig1	HCGP-NT-CO_03097
CL3670Contig1	HCGP-NT-CO_03098
CL3671Contig1	HCGP-NT-CO_03099
CL3672Contig1	HCGP-NT-CO_03100
CL3673Contig1	HCGP-NT-CO_03101
CL3674Contig1	HCGP-NT-CO_03102
CL3675Contig1	HCGP-NT-CO_03103
CL3676Contig1	HCGP-NT-CO_03104
CL3677Contig1	HCGP-NT-CO_03105
CL3678Contig1	HCGP-NT-CO_03106
CL3679Contig1	HCGP-NT-CO_03107
CL367Contig1	HCGP-NT-CO_03108
CL3680Contig1	HCGP-NT-CO_03109
CL3681Contig1	HCGP-NT-CO_03110
CL3682Contig1	HCGP-NT-CO_03111
CL3683Contig1	HCGP-NT-CO_03112
CL3684Contig1	HCGP-NT-CO_03113
CL3685Contig1	HCGP-NT-CO_03114
CL3686Contig1	HCGP-NT-CO_03115
CL3687Contig1	HCGP-NT-CO_03116
CL3688Contig1	HCGP-NT-CO_03117
CL3689Contig1	HCGP-NT-CO_03118
CL368Contig1	HCGP-NT-CO_03119
CL3690Contig1	HCGP-NT-CO_03120
CL3691Contig1	HCGP-NT-CO_03121
CL3692Contig1	HCGP-NT-CO_03122
CL3693Contig1	HCGP-NT-CO_03123
CL3694Contig1	HCGP-NT-CO_03124
CL3695Contig1	HCGP-NT-CO_03125
CL3696Contig1	HCGP-NT-CO_03126
CL3697Contig1	HCGP-NT-CO_03127
CL3698Contig1	HCGP-NT-CO_03128
CL3699Contig1	HCGP-NT-CO_03129
CL369Contig1	HCGP-NT-CO_03130
CL36Contig1	HCGP-NT-CO_03131
CL36Contig2	HCGP-NT-CO_03132
CL36Contig3	HCGP-NT-CO_03133
CL36Contig4	HCGP-NT-CO_03134
CL3701Contig1	HCGP-NT-CO_03135
CL3702Contig1	HCGP-NT-CO_03136
CL3703Contig1	HCGP-NT-CO_03137
CL3704Contig1	HCGP-NT-CO_03138
CL3705Contig1	HCGP-NT-CO_03139
CL3706Contig1	HCGP-NT-CO_03140
CL3707Contig1	HCGP-NT-CO_03141
CL3708Contig1	HCGP-NT-CO_03142
CL3709Contig1	HCGP-NT-CO_03143
CL370Contig1	HCGP-NT-CO_03144
CL3710Contig1	HCGP-NT-CO_03145
CL3712Contig1	HCGP-NT-CO_03146
CL3713Contig1	HCGP-NT-CO_03147
CL3714Contig1	HCGP-NT-CO_03148
CL3715Contig1	HCGP-NT-CO_03149
CL3716Contig1	HCGP-NT-CO_03150
CL3717Contig1	HCGP-NT-CO_03151
CL3718Contig1	HCGP-NT-CO_03152
CL3719Contig1	HCGP-NT-CO_03153
CL371Contig1	HCGP-NT-CO_03154
CL3720Contig1	HCGP-NT-CO_03155
CL3721Contig1	HCGP-NT-CO_03156
CL3722Contig1	HCGP-NT-CO_03157
CL3723Contig1	HCGP-NT-CO_03158
CL3724Contig1	HCGP-NT-CO_03159
CL3725Contig1	HCGP-NT-CO_03160
CL3726Contig1	HCGP-NT-CO_03161
CL3727Contig1	HCGP-NT-CO_03162
CL3728Contig1	HCGP-NT-CO_03163
CL3729Contig1	HCGP-NT-CO_03164
CL372Contig1	HCGP-NT-CO_03165
CL3730Contig1	HCGP-NT-CO_03166
CL3731Contig1	HCGP-NT-CO_03167
CL3732Contig1	HCGP-NT-CO_03168
CL3733Contig1	HCGP-NT-CO_03169
CL3734Contig1	HCGP-NT-CO_03170
CL3735Contig1	HCGP-NT-CO_03171
CL3736Contig1	HCGP-NT-CO_03172
CL3737Contig1	HCGP-NT-CO_03173
CL3738Contig1	HCGP-NT-CO_03174
CL3739Contig1	HCGP-NT-CO_03175
CL373Contig1	HCGP-NT-CO_03176
CL3740Contig1	HCGP-NT-CO_03177
CL3741Contig1	HCGP-NT-CO_03178
CL3742Contig1	HCGP-NT-CO_03179
CL3743Contig1	HCGP-NT-CO_03180
CL3744Contig1	HCGP-NT-CO_03181
CL3745Contig1	HCGP-NT-CO_03182
CL3746Contig1	HCGP-NT-CO_03183
CL3747Contig1	HCGP-NT-CO_03184
CL3748Contig1	HCGP-NT-CO_03185
CL374Contig1	HCGP-NT-CO_03186
CL3750Contig1	HCGP-NT-CO_03187
CL3751Contig1	HCGP-NT-CO_03188
CL3752Contig1	HCGP-NT-CO_03189
CL3753Contig1	HCGP-NT-CO_03190
CL3754Contig1	HCGP-NT-CO_03191
CL3755Contig1	HCGP-NT-CO_03192
CL3756Contig1	HCGP-NT-CO_03193
CL3757Contig1	HCGP-NT-CO_03194
CL3758Contig1	HCGP-NT-CO_03195
CL3759Contig1	HCGP-NT-CO_03196
CL375Contig1	HCGP-NT-CO_03197
CL3760Contig1	HCGP-NT-CO_03198
CL3761Contig1	HCGP-NT-CO_03199
CL3762Contig1	HCGP-NT-CO_03200
CL3763Contig1	HCGP-NT-CO_03201
CL3764Contig1	HCGP-NT-CO_03202
CL3766Contig1	HCGP-NT-CO_03203
CL3767Contig1	HCGP-NT-CO_03204
CL3768Contig1	HCGP-NT-CO_03205
CL3769Contig1	HCGP-NT-CO_03206
CL376Contig1	HCGP-NT-CO_03207
CL3770Contig1	HCGP-NT-CO_03208
CL3771Contig1	HCGP-NT-CO_03209
CL3773Contig1	HCGP-NT-CO_03210
CL3774Contig1	HCGP-NT-CO_03211
CL3775Contig1	HCGP-NT-CO_03212
CL3776Contig1	HCGP-NT-CO_03213
CL3777Contig1	HCGP-NT-CO_03214
CL3779Contig1	HCGP-NT-CO_03215
CL377Contig1	HCGP-NT-CO_03216
CL377Contig2	HCGP-NT-CO_03217
CL3780Contig1	HCGP-NT-CO_03218
CL3781Contig1	HCGP-NT-CO_03219
CL3782Contig1	HCGP-NT-CO_03220
CL3783Contig1	HCGP-NT-CO_03221
CL3784Contig1	HCGP-NT-CO_03222
CL3785Contig1	HCGP-NT-CO_03223
CL3787Contig1	HCGP-NT-CO_03224
CL3788Contig1	HCGP-NT-CO_03225
CL3789Contig1	HCGP-NT-CO_03226
CL378Contig1	HCGP-NT-CO_03227
CL3790Contig1	HCGP-NT-CO_03228
CL3791Contig1	HCGP-NT-CO_03229
CL3792Contig1	HCGP-NT-CO_03230
CL3793Contig1	HCGP-NT-CO_03231
CL3794Contig1	HCGP-NT-CO_03232
CL3795Contig1	HCGP-NT-CO_03233
CL3796Contig1	HCGP-NT-CO_03234
CL3797Contig1	HCGP-NT-CO_03235
CL3798Contig1	HCGP-NT-CO_03236
CL3799Contig1	HCGP-NT-CO_03237
CL379Contig1	HCGP-NT-CO_03238
CL37Contig1	HCGP-NT-CO_03239
CL3800Contig1	HCGP-NT-CO_03240
CL3801Contig1	HCGP-NT-CO_03241
CL3802Contig1	HCGP-NT-CO_03242
CL3803Contig1	HCGP-NT-CO_03243
CL3804Contig1	HCGP-NT-CO_03244
CL3805Contig1	HCGP-NT-CO_03245
CL3806Contig1	HCGP-NT-CO_03246
CL3807Contig1	HCGP-NT-CO_03247
CL3808Contig1	HCGP-NT-CO_03248
CL3809Contig1	HCGP-NT-CO_03249
CL380Contig1	HCGP-NT-CO_03250
CL3810Contig1	HCGP-NT-CO_03251
CL3811Contig1	HCGP-NT-CO_03252
CL3812Contig1	HCGP-NT-CO_03253
CL3813Contig1	HCGP-NT-CO_03254
CL3814Contig1	HCGP-NT-CO_03255
CL3815Contig1	HCGP-NT-CO_03256
CL3816Contig1	HCGP-NT-CO_03257
CL3817Contig1	HCGP-NT-CO_03258
CL3818Contig1	HCGP-NT-CO_03259
CL3819Contig1	HCGP-NT-CO_03260
CL381Contig1	HCGP-NT-CO_03261
CL381Contig2	HCGP-NT-CO_03262
CL3820Contig1	HCGP-NT-CO_03263
CL3821Contig1	HCGP-NT-CO_03264
CL3822Contig1	HCGP-NT-CO_03265
CL3823Contig1	HCGP-NT-CO_03266
CL3824Contig1	HCGP-NT-CO_03267
CL3826Contig1	HCGP-NT-CO_03268
CL3827Contig1	HCGP-NT-CO_03269
CL3828Contig1	HCGP-NT-CO_03270
CL3829Contig1	HCGP-NT-CO_03271
CL382Contig1	HCGP-NT-CO_03272
CL3830Contig1	HCGP-NT-CO_03273
CL3831Contig1	HCGP-NT-CO_03274
CL3833Contig1	HCGP-NT-CO_03275
CL3835Contig1	HCGP-NT-CO_03276
CL3836Contig1	HCGP-NT-CO_03277
CL3837Contig1	HCGP-NT-CO_03278
CL3838Contig1	HCGP-NT-CO_03279
CL3839Contig1	HCGP-NT-CO_03280
CL383Contig1	HCGP-NT-CO_03281
CL383Contig2	HCGP-NT-CO_03282
CL3841Contig1	HCGP-NT-CO_03283
CL3842Contig1	HCGP-NT-CO_03284
CL3843Contig1	HCGP-NT-CO_03285
CL3844Contig1	HCGP-NT-CO_03286
CL3845Contig1	HCGP-NT-CO_03287
CL3846Contig1	HCGP-NT-CO_03288
CL3847Contig1	HCGP-NT-CO_03289
CL3849Contig1	HCGP-NT-CO_03290
CL384Contig1	HCGP-NT-CO_03291
CL3850Contig1	HCGP-NT-CO_03292
CL3851Contig1	HCGP-NT-CO_03293
CL3852Contig1	HCGP-NT-CO_03294
CL3853Contig1	HCGP-NT-CO_03295
CL3854Contig1	HCGP-NT-CO_03296
CL3855Contig1	HCGP-NT-CO_03297
CL3856Contig1	HCGP-NT-CO_03298
CL3857Contig1	HCGP-NT-CO_03299
CL3858Contig1	HCGP-NT-CO_03300
CL3859Contig1	HCGP-NT-CO_03301
CL385Contig1	HCGP-NT-CO_03302
CL385Contig2	HCGP-NT-CO_03303
CL3860Contig1	HCGP-NT-CO_03304
CL3861Contig1	HCGP-NT-CO_03305
CL3862Contig1	HCGP-NT-CO_03306
CL3863Contig1	HCGP-NT-CO_03307
CL3864Contig1	HCGP-NT-CO_03308
CL3865Contig1	HCGP-NT-CO_03309
CL3866Contig1	HCGP-NT-CO_03310
CL3867Contig1	HCGP-NT-CO_03311
CL3868Contig1	HCGP-NT-CO_03312
CL3869Contig1	HCGP-NT-CO_03313
CL386Contig1	HCGP-NT-CO_03314
CL3871Contig1	HCGP-NT-CO_03315
CL3872Contig1	HCGP-NT-CO_03316
CL3873Contig1	HCGP-NT-CO_03317
CL3874Contig1	HCGP-NT-CO_03318
CL3875Contig1	HCGP-NT-CO_03319
CL3876Contig1	HCGP-NT-CO_03320
CL3877Contig1	HCGP-NT-CO_03321
CL3878Contig1	HCGP-NT-CO_03322
CL3879Contig1	HCGP-NT-CO_03323
CL387Contig1	HCGP-NT-CO_03324
CL3880Contig1	HCGP-NT-CO_03325
CL3881Contig1	HCGP-NT-CO_03326
CL3882Contig1	HCGP-NT-CO_03327
CL3883Contig1	HCGP-NT-CO_03328
CL3884Contig1	HCGP-NT-CO_03329
CL3885Contig1	HCGP-NT-CO_03330
CL3886Contig1	HCGP-NT-CO_03331
CL3887Contig1	HCGP-NT-CO_03332
CL3888Contig1	HCGP-NT-CO_03333
CL3889Contig1	HCGP-NT-CO_03334
CL388Contig1	HCGP-NT-CO_03335
CL3890Contig1	HCGP-NT-CO_03336
CL3891Contig1	HCGP-NT-CO_03337
CL3892Contig1	HCGP-NT-CO_03338
CL3893Contig1	HCGP-NT-CO_03339
CL3894Contig1	HCGP-NT-CO_03340
CL3895Contig1	HCGP-NT-CO_03341
CL3897Contig1	HCGP-NT-CO_03342
CL3898Contig1	HCGP-NT-CO_03343
CL3899Contig1	HCGP-NT-CO_03344
CL389Contig1	HCGP-NT-CO_03345
CL38Contig1	HCGP-NT-CO_03346
CL38Contig2	HCGP-NT-CO_03347
CL3900Contig1	HCGP-NT-CO_03348
CL3901Contig1	HCGP-NT-CO_03349
CL3902Contig1	HCGP-NT-CO_03350
CL3903Contig1	HCGP-NT-CO_03351
CL3904Contig1	HCGP-NT-CO_03352
CL3905Contig1	HCGP-NT-CO_03353
CL3906Contig1	HCGP-NT-CO_03354
CL3907Contig1	HCGP-NT-CO_03355
CL390Contig1	HCGP-NT-CO_03356
CL3910Contig1	HCGP-NT-CO_03357
CL3911Contig1	HCGP-NT-CO_03358
CL3912Contig1	HCGP-NT-CO_03359
CL3913Contig1	HCGP-NT-CO_03360
CL3915Contig1	HCGP-NT-CO_03361
CL3916Contig1	HCGP-NT-CO_03362
CL3917Contig1	HCGP-NT-CO_03363
CL3918Contig1	HCGP-NT-CO_03364
CL3919Contig1	HCGP-NT-CO_03365
CL391Contig1	HCGP-NT-CO_03366
CL3920Contig1	HCGP-NT-CO_03367
CL3921Contig1	HCGP-NT-CO_03368
CL3923Contig1	HCGP-NT-CO_03369
CL3924Contig1	HCGP-NT-CO_03370
CL3925Contig1	HCGP-NT-CO_03371
CL3926Contig1	HCGP-NT-CO_03372
CL3927Contig1	HCGP-NT-CO_03373
CL3928Contig1	HCGP-NT-CO_03374
CL3929Contig1	HCGP-NT-CO_03375
CL392Contig1	HCGP-NT-CO_03376
CL3930Contig1	HCGP-NT-CO_03377
CL3931Contig1	HCGP-NT-CO_03378
CL3932Contig1	HCGP-NT-CO_03379
CL3934Contig1	HCGP-NT-CO_03380
CL3935Contig1	HCGP-NT-CO_03381
CL3936Contig1	HCGP-NT-CO_03382
CL3937Contig1	HCGP-NT-CO_03383
CL3938Contig1	HCGP-NT-CO_03384
CL3939Contig1	HCGP-NT-CO_03385
CL393Contig1	HCGP-NT-CO_03386
CL3940Contig1	HCGP-NT-CO_03387
CL3943Contig1	HCGP-NT-CO_03388
CL3944Contig1	HCGP-NT-CO_03389
CL3945Contig1	HCGP-NT-CO_03390
CL3946Contig1	HCGP-NT-CO_03391
CL3947Contig1	HCGP-NT-CO_03392
CL3948Contig1	HCGP-NT-CO_03393
CL3949Contig1	HCGP-NT-CO_03394
CL394Contig1	HCGP-NT-CO_03395
CL394Contig2	HCGP-NT-CO_03396
CL3951Contig1	HCGP-NT-CO_03397
CL3952Contig1	HCGP-NT-CO_03398
CL3953Contig1	HCGP-NT-CO_03399
CL3954Contig1	HCGP-NT-CO_03400
CL3955Contig1	HCGP-NT-CO_03401
CL3956Contig1	HCGP-NT-CO_03402
CL3957Contig1	HCGP-NT-CO_03403
CL3958Contig1	HCGP-NT-CO_03404
CL395Contig1	HCGP-NT-CO_03405
CL3960Contig1	HCGP-NT-CO_03406
CL3961Contig1	HCGP-NT-CO_03407
CL3962Contig1	HCGP-NT-CO_03408
CL3963Contig1	HCGP-NT-CO_03409
CL3964Contig1	HCGP-NT-CO_03410
CL3965Contig1	HCGP-NT-CO_03411
CL3966Contig1	HCGP-NT-CO_03412
CL3967Contig1	HCGP-NT-CO_03413
CL3968Contig1	HCGP-NT-CO_03414
CL3969Contig1	HCGP-NT-CO_03415
CL396Contig1	HCGP-NT-CO_03416
CL3970Contig1	HCGP-NT-CO_03417
CL3971Contig1	HCGP-NT-CO_03418
CL3972Contig1	HCGP-NT-CO_03419
CL3973Contig1	HCGP-NT-CO_03420
CL3974Contig1	HCGP-NT-CO_03421
CL3976Contig1	HCGP-NT-CO_03422
CL3977Contig1	HCGP-NT-CO_03423
CL3979Contig1	HCGP-NT-CO_03424
CL397Contig1	HCGP-NT-CO_03425
CL397Contig2	HCGP-NT-CO_03426
CL3980Contig1	HCGP-NT-CO_03427
CL3981Contig1	HCGP-NT-CO_03428
CL3982Contig1	HCGP-NT-CO_03429
CL3983Contig1	HCGP-NT-CO_03430
CL3984Contig1	HCGP-NT-CO_03431
CL3985Contig1	HCGP-NT-CO_03432
CL3986Contig1	HCGP-NT-CO_03433
CL3987Contig1	HCGP-NT-CO_03434
CL3988Contig1	HCGP-NT-CO_03435
CL3989Contig1	HCGP-NT-CO_03436
CL398Contig1	HCGP-NT-CO_03437
CL3990Contig1	HCGP-NT-CO_03438
CL3991Contig1	HCGP-NT-CO_03439
CL3992Contig1	HCGP-NT-CO_03440
CL3993Contig1	HCGP-NT-CO_03441
CL3994Contig1	HCGP-NT-CO_03442
CL3995Contig1	HCGP-NT-CO_03443
CL3997Contig1	HCGP-NT-CO_03444
CL3998Contig1	HCGP-NT-CO_03445
CL399Contig1	HCGP-NT-CO_03446
CL39Contig1	HCGP-NT-CO_03447
CL39Contig2	HCGP-NT-CO_03448
CL3Contig1	HCGP-NT-CO_03449
CL3Contig10	HCGP-NT-CO_03450
CL3Contig11	HCGP-NT-CO_03451
CL3Contig12	HCGP-NT-CO_03452
CL3Contig2	HCGP-NT-CO_03453
CL3Contig3	HCGP-NT-CO_03454
CL3Contig4	HCGP-NT-CO_03455
CL3Contig5	HCGP-NT-CO_03456
CL3Contig6	HCGP-NT-CO_03457
CL3Contig7	HCGP-NT-CO_03458
CL3Contig8	HCGP-NT-CO_03459
CL3Contig9	HCGP-NT-CO_03460
CL4000Contig1	HCGP-NT-CO_03461
CL4001Contig1	HCGP-NT-CO_03462
CL4002Contig1	HCGP-NT-CO_03463
CL4003Contig1	HCGP-NT-CO_03464
CL4004Contig1	HCGP-NT-CO_03465
CL4005Contig1	HCGP-NT-CO_03466
CL4006Contig1	HCGP-NT-CO_03467
CL4007Contig1	HCGP-NT-CO_03468
CL4008Contig1	HCGP-NT-CO_03469
CL4009Contig1	HCGP-NT-CO_03470
CL400Contig1	HCGP-NT-CO_03471
CL4010Contig1	HCGP-NT-CO_03472
CL4011Contig1	HCGP-NT-CO_03473
CL4012Contig1	HCGP-NT-CO_03474
CL4013Contig1	HCGP-NT-CO_03475
CL4014Contig1	HCGP-NT-CO_03476
CL4015Contig1	HCGP-NT-CO_03477
CL4016Contig1	HCGP-NT-CO_03478
CL4017Contig1	HCGP-NT-CO_03479
CL4019Contig1	HCGP-NT-CO_03480
CL401Contig1	HCGP-NT-CO_03481
CL4020Contig1	HCGP-NT-CO_03482
CL4022Contig1	HCGP-NT-CO_03483
CL4024Contig1	HCGP-NT-CO_03484
CL4025Contig1	HCGP-NT-CO_03485
CL4026Contig1	HCGP-NT-CO_03486
CL4027Contig1	HCGP-NT-CO_03487
CL4028Contig1	HCGP-NT-CO_03488
CL4029Contig1	HCGP-NT-CO_03489
CL402Contig1	HCGP-NT-CO_03490
CL4030Contig1	HCGP-NT-CO_03491
CL4031Contig1	HCGP-NT-CO_03492
CL4032Contig1	HCGP-NT-CO_03493
CL4033Contig1	HCGP-NT-CO_03494
CL4035Contig1	HCGP-NT-CO_03495
CL4036Contig1	HCGP-NT-CO_03496
CL4037Contig1	HCGP-NT-CO_03497
CL4038Contig1	HCGP-NT-CO_03498
CL4039Contig1	HCGP-NT-CO_03499
CL403Contig1	HCGP-NT-CO_03500
CL4040Contig1	HCGP-NT-CO_03501
CL4041Contig1	HCGP-NT-CO_03502
CL4042Contig1	HCGP-NT-CO_03503
CL4043Contig1	HCGP-NT-CO_03504
CL4044Contig1	HCGP-NT-CO_03505
CL4045Contig1	HCGP-NT-CO_03506
CL4046Contig1	HCGP-NT-CO_03507
CL4047Contig1	HCGP-NT-CO_03508
CL4048Contig1	HCGP-NT-CO_03509
CL4049Contig1	HCGP-NT-CO_03510
CL404Contig1	HCGP-NT-CO_03511
CL4050Contig1	HCGP-NT-CO_03512
CL4051Contig1	HCGP-NT-CO_03513
CL4052Contig1	HCGP-NT-CO_03514
CL4053Contig1	HCGP-NT-CO_03515
CL4055Contig1	HCGP-NT-CO_03516
CL4056Contig1	HCGP-NT-CO_03517
CL4057Contig1	HCGP-NT-CO_03518
CL4059Contig1	HCGP-NT-CO_03519
CL405Contig1	HCGP-NT-CO_03520
CL405Contig2	HCGP-NT-CO_03521
CL4061Contig1	HCGP-NT-CO_03522
CL4063Contig1	HCGP-NT-CO_03523
CL4064Contig1	HCGP-NT-CO_03524
CL4065Contig1	HCGP-NT-CO_03525
CL4066Contig1	HCGP-NT-CO_03526
CL4067Contig1	HCGP-NT-CO_03527
CL4068Contig1	HCGP-NT-CO_03528
CL4069Contig1	HCGP-NT-CO_03529
CL406Contig1	HCGP-NT-CO_03530
CL4070Contig1	HCGP-NT-CO_03531
CL4072Contig1	HCGP-NT-CO_03532
CL4073Contig1	HCGP-NT-CO_03533
CL4074Contig1	HCGP-NT-CO_03534
CL4076Contig1	HCGP-NT-CO_03535
CL4077Contig1	HCGP-NT-CO_03536
CL4078Contig1	HCGP-NT-CO_03537
CL4079Contig1	HCGP-NT-CO_03538
CL407Contig1	HCGP-NT-CO_03539
CL4080Contig1	HCGP-NT-CO_03540
CL4081Contig1	HCGP-NT-CO_03541
CL4082Contig1	HCGP-NT-CO_03542
CL4083Contig1	HCGP-NT-CO_03543
CL4084Contig1	HCGP-NT-CO_03544
CL4085Contig1	HCGP-NT-CO_03545
CL4086Contig1	HCGP-NT-CO_03546
CL4087Contig1	HCGP-NT-CO_03547
CL4088Contig1	HCGP-NT-CO_03548
CL4089Contig1	HCGP-NT-CO_03549
CL408Contig1	HCGP-NT-CO_03550
CL4091Contig1	HCGP-NT-CO_03551
CL4092Contig1	HCGP-NT-CO_03552
CL4093Contig1	HCGP-NT-CO_03553
CL4094Contig1	HCGP-NT-CO_03554
CL4095Contig1	HCGP-NT-CO_03555
CL4096Contig1	HCGP-NT-CO_03556
CL4097Contig1	HCGP-NT-CO_03557
CL4098Contig1	HCGP-NT-CO_03558
CL4099Contig1	HCGP-NT-CO_03559
CL409Contig1	HCGP-NT-CO_03560
CL40Contig1	HCGP-NT-CO_03561
CL40Contig2	HCGP-NT-CO_03562
CL40Contig3	HCGP-NT-CO_03563
CL4100Contig1	HCGP-NT-CO_03564
CL4101Contig1	HCGP-NT-CO_03565
CL4102Contig1	HCGP-NT-CO_03566
CL4103Contig1	HCGP-NT-CO_03567
CL4104Contig1	HCGP-NT-CO_03568
CL4105Contig1	HCGP-NT-CO_03569
CL4106Contig1	HCGP-NT-CO_03570
CL4107Contig1	HCGP-NT-CO_03571
CL4108Contig1	HCGP-NT-CO_03572
CL4109Contig1	HCGP-NT-CO_03573
CL410Contig1	HCGP-NT-CO_03574
CL4110Contig1	HCGP-NT-CO_03575
CL4111Contig1	HCGP-NT-CO_03576
CL4112Contig1	HCGP-NT-CO_03577
CL4113Contig1	HCGP-NT-CO_03578
CL4114Contig1	HCGP-NT-CO_03579
CL4115Contig1	HCGP-NT-CO_03580
CL4116Contig1	HCGP-NT-CO_03581
CL4117Contig1	HCGP-NT-CO_03582
CL4118Contig1	HCGP-NT-CO_03583
CL4119Contig1	HCGP-NT-CO_03584
CL411Contig1	HCGP-NT-CO_03585
CL4120Contig1	HCGP-NT-CO_03586
CL4121Contig1	HCGP-NT-CO_03587
CL4123Contig1	HCGP-NT-CO_03588
CL4125Contig1	HCGP-NT-CO_03589
CL4126Contig1	HCGP-NT-CO_03590
CL4127Contig1	HCGP-NT-CO_03591
CL4128Contig1	HCGP-NT-CO_03592
CL412Contig1	HCGP-NT-CO_03593
CL4131Contig1	HCGP-NT-CO_03594
CL4132Contig1	HCGP-NT-CO_03595
CL4133Contig1	HCGP-NT-CO_03596
CL4134Contig1	HCGP-NT-CO_03597
CL4135Contig1	HCGP-NT-CO_03598
CL4136Contig1	HCGP-NT-CO_03599
CL4137Contig1	HCGP-NT-CO_03600
CL4138Contig1	HCGP-NT-CO_03601
CL4139Contig1	HCGP-NT-CO_03602
CL413Contig1	HCGP-NT-CO_03603
CL4140Contig1	HCGP-NT-CO_03604
CL4141Contig1	HCGP-NT-CO_03605
CL4142Contig1	HCGP-NT-CO_03606
CL4143Contig1	HCGP-NT-CO_03607
CL4144Contig1	HCGP-NT-CO_03608
CL4146Contig1	HCGP-NT-CO_03609
CL4148Contig1	HCGP-NT-CO_03610
CL4149Contig1	HCGP-NT-CO_03611
CL414Contig1	HCGP-NT-CO_03612
CL414Contig2	HCGP-NT-CO_03613
CL4150Contig1	HCGP-NT-CO_03614
CL4151Contig1	HCGP-NT-CO_03615
CL4152Contig1	HCGP-NT-CO_03616
CL4153Contig1	HCGP-NT-CO_03617
CL4154Contig1	HCGP-NT-CO_03618
CL4155Contig1	HCGP-NT-CO_03619
CL4156Contig1	HCGP-NT-CO_03620
CL4157Contig1	HCGP-NT-CO_03621
CL4158Contig1	HCGP-NT-CO_03622
CL4159Contig1	HCGP-NT-CO_03623
CL415Contig1	HCGP-NT-CO_03624
CL4160Contig1	HCGP-NT-CO_03625
CL4161Contig1	HCGP-NT-CO_03626
CL4162Contig1	HCGP-NT-CO_03627
CL4163Contig1	HCGP-NT-CO_03628
CL4164Contig1	HCGP-NT-CO_03629
CL4165Contig1	HCGP-NT-CO_03630
CL4166Contig1	HCGP-NT-CO_03631
CL4167Contig1	HCGP-NT-CO_03632
CL4168Contig1	HCGP-NT-CO_03633
CL416Contig1	HCGP-NT-CO_03634
CL4170Contig1	HCGP-NT-CO_03635
CL4171Contig1	HCGP-NT-CO_03636
CL4172Contig1	HCGP-NT-CO_03637
CL4173Contig1	HCGP-NT-CO_03638
CL4174Contig1	HCGP-NT-CO_03639
CL4175Contig1	HCGP-NT-CO_03640
CL4176Contig1	HCGP-NT-CO_03641
CL4177Contig1	HCGP-NT-CO_03642
CL4178Contig1	HCGP-NT-CO_03643
CL4179Contig1	HCGP-NT-CO_03644
CL417Contig1	HCGP-NT-CO_03645
CL4180Contig1	HCGP-NT-CO_03646
CL4181Contig1	HCGP-NT-CO_03647
CL4183Contig1	HCGP-NT-CO_03648
CL4184Contig1	HCGP-NT-CO_03649
CL4185Contig1	HCGP-NT-CO_03650
CL4187Contig1	HCGP-NT-CO_03651
CL4188Contig1	HCGP-NT-CO_03652
CL4189Contig1	HCGP-NT-CO_03653
CL418Contig1	HCGP-NT-CO_03654
CL4190Contig1	HCGP-NT-CO_03655
CL4191Contig1	HCGP-NT-CO_03656
CL4192Contig1	HCGP-NT-CO_03657
CL4193Contig1	HCGP-NT-CO_03658
CL4194Contig1	HCGP-NT-CO_03659
CL4195Contig1	HCGP-NT-CO_03660
CL4196Contig1	HCGP-NT-CO_03661
CL4197Contig1	HCGP-NT-CO_03662
CL4198Contig1	HCGP-NT-CO_03663
CL4199Contig1	HCGP-NT-CO_03664
CL419Contig1	HCGP-NT-CO_03665
CL41Contig1	HCGP-NT-CO_03666
CL4200Contig1	HCGP-NT-CO_03667
CL4201Contig1	HCGP-NT-CO_03668
CL4203Contig1	HCGP-NT-CO_03669
CL4204Contig1	HCGP-NT-CO_03670
CL4205Contig1	HCGP-NT-CO_03671
CL4206Contig1	HCGP-NT-CO_03672
CL4207Contig1	HCGP-NT-CO_03673
